player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Preston Brown,/players/B/BrowPr00.htm,2,0,0,3,1,0,0
Nordly Capi,/players/C/CapiNo00.htm,1,0,0,0,0,0,0
Rickey Hatley,/players/H/HatlRi00.htm,0,0,0,1,0,0,0
Jerry Hughes,/players/H/HughJe99.htm,1,0,1,0,0,0,0
Ramon Humber,/players/H/HumbRa00.htm,0,0,0,0,1,1,0
Micah Hyde,/players/H/HydeMi00.htm,0,0,1,0,0,0,2
Matt Milano,/players/M/MilaMa00.htm,0,0,0,2,0,0,0
Jordan Poyer,/players/P/PoyeJo00.htm,0,0,0,1,0,0,0
Adolphus Washington,/players/W/WashAd00.htm,0,0,0,1,0,0,0
Kyle Williams,/players/W/WillKy20.htm,0,0,0,2,0,1,0
Chase Allen,/players/A/AlleCh02.htm,0,0,1,4,2,0,0
Kiko Alonso,/players/A/AlonKi00.htm,0,1,0,0,0,0,0
Stephone Anthony,/players/A/AnthSt00.htm,2,0,0,0,0,0,0
Andre Branch,/players/B/BranAn00.htm,0,1,0,0,0,0,0
Davon Godchaux,/players/G/GodcDa00.htm,0,1,0,1,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,0,0,1,0,0,0,0
Mike Hull,/players/H/HullMi02.htm,0,0,1,0,0,0,2
Reshad Jones,/players/J/JoneRe99.htm,1,0,1,0,1,1,1
Cameron Malveaux,/players/M/MalvCa00.htm,0,0,0,0,1,0,0
T.J. McDonald,/players/M/McDoTJ00.htm,0,0,0,1,2,0,1
Ndamukong Suh,/players/S/SuhxNd99.htm,0,0,0,1,0,0,0
Lawrence Timmons,/players/T/TimmLa99.htm,1,0,0,1,0,1,1
Gabe Wright,/players/W/WrigGa00.htm,0,0,1,0,0,0,0
