player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
A.J. Bouye,/players/B/BouyA.00.htm,0,0,0,1,0,0,0
Calais Campbell,/players/C/CampCa99.htm,1,2,1,3,0,1,0
Barry Church,/players/C/ChurBa99.htm,0,1,0,1,1,0,0
Aaron Colvin,/players/C/ColvAa00.htm,0,0,0,0,0,1,0
Marcell Dareus,/players/D/DareMa00.htm,0,0,0,0,1,0,0
Dante Fowler,/players/F/FowlDa00.htm,0,0,0,0,0,0,1
Tashaun Gipson,/players/G/GipsTa00.htm,0,0,0,0,1,1,1
Malik Jackson,/players/J/JackMa02.htm,0,1,1,0,0,1,0
Myles Jack,/players/J/JackMy00.htm,1,0,0,1,0,0,1
Abry Jones,/players/J/JoneAb00.htm,0,1,0,0,1,0,0
Paul Posluszny,/players/P/PoluPa99.htm,0,1,1,2,0,0,1
Jalen Ramsey,/players/R/RamsJa00.htm,0,0,0,0,1,0,2
Telvin Smith,/players/S/SmitTe01.htm,0,1,1,1,0,0,0
Dawuane Smoot,/players/S/SmooDa00.htm,1,1,0,0,0,0,0
DeForest Buckner,/players/B/BuckDe00.htm,0,1,0,0,1,1,0
Tank Carradine,/players/C/CarrCo00.htm,0,2,0,2,0,0,0
Brock Coyle,/players/C/CoylBr00.htm,0,1,1,2,0,0,0
Sheldon Day,/players/D/DayxSh00.htm,0,1,0,0,0,1,0
Elvis Dumervil,/players/D/DumeEl20.htm,0,0,0,0,1,0,0
Reuben Foster,/players/F/FostRe00.htm,0,0,1,1,0,1,0
Leon Hall,/players/H/HallLe98.htm,0,0,0,0,0,0,1
Dontae Johnson,/players/J/JohnDo02.htm,1,1,0,1,0,0,0
Cassius Marsh,/players/M/MarsCa00.htm,0,0,0,0,1,0,0
Earl Mitchell,/players/M/MitcEa99.htm,0,0,0,0,0,0,1
Eric Reid,/players/R/ReidEr00.htm,0,0,0,0,0,0,1
Solomon Thomas,/players/T/ThomSo00.htm,1,2,0,2,0,0,0
K'Waun Williams,/players/W/WillKW00.htm,0,0,0,1,0,0,0
