player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Tyrell Adams,/players/A/AdamTy00.htm,1,0,1,0,0,0,0
T.J. Carrie,/players/C/CarrTr00.htm,2,1,1,0,0,0,0
Mario Edwards,/players/E/EdwaMa01.htm,0,0,0,0,2,0,0
Justin Ellis,/players/E/ElliJu01.htm,0,1,0,0,0,0,0
Cory James,/players/J/JameCo00.htm,0,0,2,0,0,0,0
Karl Joseph,/players/J/JoseKa00.htm,0,0,0,1,1,0,0
Marquel Lee,/players/L/LeexMa01.htm,1,0,0,0,0,0,0
Khalil Mack,/players/M/MackKh00.htm,0,2,0,1,0,0,0
Nicholas Morrow,/players/M/MorrNi00.htm,0,0,0,0,0,0,1
Reggie Nelson,/players/N/NelsRe99.htm,0,0,2,0,0,1,0
Eddie Vanderdoes,/players/V/VandEd00.htm,0,0,1,0,0,0,0
Jayon Brown,/players/B/BrowJa06.htm,0,0,0,0,0,1,0
Kevin Byard,/players/B/ByarKe01.htm,1,0,1,0,0,1,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,1,0,3,2,0,0
Austin Johnson,/players/J/JohnAu01.htm,0,1,0,0,0,0,0
DaQuan Jones,/players/J/JoneDa04.htm,0,1,1,1,0,0,0
Derrick Morgan,/players/M/MorgDe99.htm,0,0,0,1,0,1,0
Brian Orakpo,/players/O/OrakBr99.htm,1,0,0,0,0,0,0
Da'Norris Searcy,/players/S/SearDa00.htm,0,1,0,0,0,1,0
Erik Walden,/players/W/WaldEr99.htm,0,0,0,0,1,1,0
Avery Williamson,/players/W/WillAv00.htm,0,1,0,1,1,2,1
Sylvester Williams,/players/W/WillSy00.htm,0,2,0,0,0,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,0,3,0,2,1,0,0
