player_name,player_link
Jahleel Addae,/players/A/AddaJa00.htm,0,0,0,1,0,1,1
Joey Bosa,/players/B/BosaJo00.htm,0,1,1,0,0,2,0
Tre Boston,/players/B/BostTr00.htm,0,1,1,0,0,1,1
Jatavis Brown,/players/B/BrowJa05.htm,0,0,1,0,0,0,0
Kyle Emanuel,/players/E/EmanKy00.htm,0,0,1,1,1,0,0
Melvin Ingram,/players/I/IngrMe00.htm,0,0,0,2,0,0,0
Desmond King,/players/K/KingDe01.htm,0,0,0,0,0,1,1
Corey Liuget,/players/L/LiugCo00.htm,0,0,0,2,0,0,0
Chris McCain,/players/M/McCaCh00.htm,0,0,0,0,1,0,0
Brandon Mebane,/players/M/MebaBr99.htm,0,1,0,1,0,0,0
Adrian Phillips,/players/P/PhilAd00.htm,0,0,1,0,0,1,0
Darius Philon,/players/P/PhilDa01.htm,0,1,0,1,1,0,0
Hayes Pullard,/players/P/PullHa00.htm,0,0,2,3,0,2,0
Damion Square,/players/S/SquaDa00.htm,0,0,0,0,0,1,0
Trevor Williams,/players/W/WillTr05.htm,0,1,0,0,0,0,0
Eli Apple,/players/A/ApplEl00.htm,1,0,0,1,0,1,0
Jonathan Casillas,/players/C/CasiJo99.htm,0,0,0,1,0,0,0
Ross Cockrell,/players/C/CockRo00.htm,0,1,0,0,0,0,0
Landon Collins,/players/C/CollLa00.htm,1,0,0,1,0,0,1
B.J. Goodson,/players/G/GoodB.00.htm,1,2,1,2,0,1,0
Damon Harrison,/players/H/HarrDa03.htm,0,1,1,2,1,0,0
Janoris Jenkins,/players/J/JenkJa03.htm,0,0,0,0,1,0,1
Romeo Okwara,/players/O/OkwaRo01.htm,1,0,0,0,0,0,0
Jason Pierre-Paul,/players/P/PierJa99.htm,0,3,0,0,0,0,0
Keenan Robinson,/players/R/RobiKe01.htm,0,0,0,0,0,1,0
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,0,1,2,0,0,0,0
Darian Thompson,/players/T/ThomDa05.htm,2,1,1,1,0,0,2
Dalvin Tomlinson,/players/T/TomlDa00.htm,1,0,1,0,0,0,0
Kerry Wynn,/players/W/WynnKe00.htm,0,1,0,2,0,0,0
