player_name,player_link
Johnson Bademosi,/players/B/BadeJo00.htm,0,0,0,0,0,0,1
Alan Branch,/players/B/BranAl99.htm,0,0,0,0,1,0,0
Malcom Brown,/players/B/BrowMa01.htm,0,0,0,0,0,3,0
Adam Butler,/players/B/ButlAd00.htm,0,0,0,0,0,1,0
Malcolm Butler,/players/B/ButlMa01.htm,1,0,0,0,0,0,0
Patrick Chung,/players/C/ChunPa99.htm,0,0,0,1,0,0,1
Trey Flowers,/players/F/FlowTr00.htm,0,1,0,1,0,1,0
Lawrence Guy,/players/G/GuyxLa00.htm,0,1,0,0,0,1,0
Duron Harmon,/players/H/HarmDu00.htm,0,0,0,0,0,0,1
Dont'a Hightower,/players/H/HighDo01.htm,0,0,0,0,1,1,0
Cassius Marsh,/players/M/MarsCa00.htm,0,0,0,1,0,1,0
Devin McCourty,/players/M/McCoDe99.htm,0,0,0,1,1,0,0
Jordan Richards,/players/R/RichJo00.htm,0,0,0,1,0,0,0
Deatrich Wise Jr.,/players/W/WiseDe00.htm,0,1,0,0,0,0,0
Jamal Adams,/players/A/AdamJa00.htm,0,0,0,1,0,1,0
David Bass,/players/B/BassDa00.htm,0,0,0,1,0,0,0
Morris Claiborne,/players/C/ClaiMo00.htm,0,0,0,0,1,0,0
Demario Davis,/players/D/DaviDe00.htm,0,2,0,1,1,2,0
Jordan Jenkins,/players/J/JenkJo01.htm,0,1,0,0,1,0,1
Darron Lee,/players/L/LeexDa00.htm,0,1,1,2,0,1,0
Josh Martin,/players/M/MartJo02.htm,0,0,0,0,1,0,0
Marcus Maye,/players/M/MayeMa00.htm,0,0,0,2,0,1,1
Steve McLendon,/players/M/McLeSt00.htm,0,0,0,0,1,1,1
Mike Pennel,/players/P/PennMi00.htm,0,0,0,0,0,1,0
Leonard Williams,/players/W/WillLe02.htm,0,0,0,2,0,0,1
