player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Chase Allen,/players/A/AlleCh02.htm,1,2,0,1,0,1,0
Nate Allen,/players/A/AlleNa99.htm,0,0,0,0,1,0,0
Kiko Alonso,/players/A/AlonKi00.htm,0,1,0,1,0,1,0
Andre Branch,/players/B/BranAn00.htm,0,1,0,0,0,0,1
Davon Godchaux,/players/G/GodcDa00.htm,0,0,0,1,0,0,0
Charles Harris,/players/H/HarrCh03.htm,0,0,0,1,0,0,0
William Hayes,/players/H/HayeWi99.htm,0,0,0,1,0,0,0
Xavien Howard,/players/H/HowaXa00.htm,0,0,0,2,0,0,0
Mike Hull,/players/H/HullMi02.htm,0,0,1,3,1,0,0
Reshad Jones,/players/J/JoneRe99.htm,0,0,0,1,1,0,1
Byron Maxwell,/players/M/MaxwBy00.htm,0,0,0,0,0,1,1
Ndamukong Suh,/players/S/SuhxNd99.htm,0,0,0,2,0,1,0
Vincent Taylor,/players/T/TaylVi00.htm,0,2,0,1,0,0,0
Michael Thomas,/players/T/ThomMi02.htm,0,0,0,1,0,0,1
Cameron Wake,/players/W/WakeCa00.htm,0,0,0,1,0,1,1
Jamal Adams,/players/A/AdamJa00.htm,1,0,0,0,0,0,0
David Bass,/players/B/BassDa00.htm,0,0,0,1,0,1,0
Demario Davis,/players/D/DaviDe00.htm,0,0,0,2,0,3,0
Darron Lee,/players/L/LeexDa00.htm,0,0,0,1,0,0,0
Steve McLendon,/players/M/McLeSt00.htm,0,0,0,1,0,0,0
Darryl Roberts,/players/R/RobeDa00.htm,0,0,1,1,0,0,0
Buster Skrine,/players/S/SkriBu00.htm,0,1,0,0,0,0,0
Muhammad Wilkerson,/players/W/WilkMu00.htm,0,0,0,0,0,1,0
Leonard Williams,/players/W/WillLe02.htm,0,0,0,0,0,1,1
