player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Jadeveon Clowney,/players/C/ClowJa00.htm,0,0,1,1,0,0,0
Dylan Cole,/players/C/ColeDy00.htm,0,0,0,1,0,2,0
Christian Covington,/players/C/CoviCh00.htm,0,0,0,0,2,1,0
Zach Cunningham,/players/C/CunnZa00.htm,1,0,0,0,0,0,0
Joel Heath,/players/H/HeatJo00.htm,0,0,1,0,0,0,0
Kareem Jackson,/players/J/JackKa99.htm,3,0,0,1,0,2,0
Johnathan Joseph,/players/J/JoseJo20.htm,0,0,0,0,1,0,0
Benardrick McKinney,/players/M/McKiBe00.htm,1,0,1,0,1,0,0
Corey Moore,/players/M/MoorCo00.htm,1,0,1,0,1,0,0
Eddie Pleasant,/players/P/PleaEd00.htm,2,0,0,0,0,0,0
D.J. Reader,/players/R/ReadD.00.htm,1,0,0,1,1,1,0
J.J. Watt,/players/W/WattJ.00.htm,0,0,2,1,0,2,0
Geno Atkins,/players/A/AtkiGe99.htm,0,1,1,0,0,0,1
Darqueze Dennard,/players/D/DennDa00.htm,0,1,0,0,0,0,0
Carlos Dunlap,/players/D/DunlCa99.htm,0,1,1,0,2,0,0
Ryan Glasgow,/players/G/GlasRy00.htm,0,0,0,2,0,0,0
George Iloka,/players/I/IlokGe00.htm,0,1,1,2,0,1,1
Adam Jones,/players/J/JonePa20.htm,0,0,1,0,0,0,0
Kevin Minter,/players/M/MintKe00.htm,0,1,0,0,0,1,0
Vincent Rey,/players/R/ReyxVi00.htm,0,3,1,2,2,1,0
Pat Sims,/players/S/SimsPa99.htm,0,0,1,2,0,0,0
Chris Smith,/players/S/SmitCh03.htm,0,3,0,0,0,0,1
Nick Vigil,/players/V/VigiNi00.htm,3,0,0,1,0,0,0
Jordan Willis,/players/W/WillJo09.htm,0,1,1,1,0,1,0
Shawn Williams,/players/W/WillSh02.htm,1,1,0,0,0,0,0
