player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Richard Ash,/players/A/AshxRi00.htm,0,1,0,0,0,0,0
Anthony Brown,/players/B/BrowAn02.htm,0,0,1,0,0,0,0
Taco Charlton,/players/C/CharTa00.htm,0,0,0,1,0,0,0
Maliek Collins,/players/C/CollMa00.htm,0,0,0,1,0,0,0
Tyrone Crawford,/players/C/CrawTy00.htm,1,0,0,0,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,0,0,0,0,1,0,0
Datone Jones,/players/J/JoneDa03.htm,0,0,0,2,0,0,0
Sean Lee,/players/L/LeexSe99.htm,1,1,0,2,0,0,1
Lewis Neal,/players/N/NealLe00.htm,0,0,1,1,0,0,0
Daniel Ross,/players/R/RossDa02.htm,0,0,0,1,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,1,0,0,1,0,0,0
Beau Allen,/players/A/AlleBe00.htm,1,0,0,0,0,0,1
Vinny Curry,/players/C/CurrVi00.htm,1,1,0,0,0,0,0
Rasul Douglas,/players/D/DougRa00.htm,0,1,0,0,0,0,0
Dannell Ellerbe,/players/E/ElleDa99.htm,1,0,0,1,0,0,1
Nathan Gerry,/players/G/GerrNa00.htm,0,0,0,0,0,0,1
Najee Goode,/players/G/GoodNa00.htm,2,0,0,1,0,0,0
Corey Graham,/players/G/GrahCo99.htm,0,0,0,2,0,1,0
Kamu Grugier-Hill,/players/G/GrugKa00.htm,1,0,0,1,0,0,1
Mychal Kendricks,/players/K/KendMy00.htm,0,0,0,0,0,0,1
Chris Long,/players/L/LongCh99.htm,1,0,1,3,0,0,1
Steven Means,/players/M/MeanSt00.htm,0,0,0,0,1,0,0
Elijah Qualls,/players/Q/QualEl00.htm,1,0,0,1,0,0,1
Destiny Vaeao,/players/V/VaeaDe01.htm,0,0,0,0,0,0,1
Jaylen Watkins,/players/W/WatkJa01.htm,1,0,0,1,0,0,1
