player_name,player_link
Richard Ash,/players/A/AshxRi00.htm,0,0,1,0,1,1,0
Anthony Brown,/players/B/BrowAn02.htm,0,0,1,0,0,0,2
Taco Charlton,/players/C/CharTa00.htm,0,0,0,0,0,1,0
Tyrone Crawford,/players/C/CrawTy00.htm,0,0,1,0,0,0,0
Kavon Frazier,/players/F/FrazKa00.htm,0,0,0,0,1,0,0
Jeff Heath,/players/H/HeatJe00.htm,1,0,0,0,0,1,1
Anthony Hitchens,/players/H/HitcAn00.htm,0,2,1,0,2,2,1
David Irving,/players/I/IrviDa00.htm,1,0,0,0,1,1,1
Byron Jones,/players/J/JoneBy00.htm,1,3,0,0,0,0,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,0,1,0,0,2,2
Benson Mayowa,/players/M/MayoBe00.htm,1,0,0,0,0,0,1
Lewis Neal,/players/N/NealLe00.htm,1,0,0,0,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,0,0,1,0,1,1,0
Damien Wilson,/players/W/WilsDa02.htm,0,0,1,0,1,0,0
Xavier Woods,/players/W/WoodXa00.htm,0,2,0,0,0,0,0
Ricardo Allen,/players/A/AlleRi00.htm,0,0,0,0,0,0,1
Vic Beasley,/players/B/BeasVi00.htm,1,0,0,0,0,0,0
De'Vondre Campbell,/players/C/CampDe00.htm,0,0,2,0,0,2,1
Kemal Ishmael,/players/I/IshmKe00.htm,0,0,0,0,0,0,1
Grady Jarrett,/players/J/JarrGr00.htm,0,0,1,0,0,0,0
Deion Jones,/players/J/JoneDe01.htm,0,0,0,0,0,0,2
Takkarist McKinley,/players/M/McKiTa00.htm,0,0,2,0,1,0,0
Keanu Neal,/players/N/NealKe01.htm,0,0,0,0,0,0,1
Dontari Poe,/players/P/PoexDo00.htm,0,0,2,0,0,1,0
Brooks Reed,/players/R/ReedBr00.htm,0,0,0,0,1,1,0
Ahtyba Rubin,/players/R/RubiAh99.htm,0,0,0,0,0,1,0
Derrick Shelby,/players/S/ShelDe00.htm,0,0,0,0,0,1,0
Sean Weatherspoon,/players/W/WeatSe99.htm,0,0,0,0,0,1,0
