player_name,player_link
Jayon Brown,/players/B/BrowJa06.htm,0,0,0,0,0,1,0
Kevin Byard,/players/B/ByarKe01.htm,0,0,0,1,0,0,1
Jurrell Casey,/players/C/CaseJu00.htm,0,0,0,2,0,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,2,0,3,0,3,1
Kevin Dodd,/players/D/DoddKe00.htm,0,0,0,1,0,0,0
Adoree' Jackson,/players/J/JackAd00.htm,0,0,0,0,0,0,1
Austin Johnson,/players/J/JohnAu01.htm,0,0,0,1,0,0,0
David King,/players/K/KingDa00.htm,0,0,0,1,0,0,0
Karl Klug,/players/K/KlugKa00.htm,0,0,0,1,0,0,0
Logan Ryan,/players/R/RyanLo00.htm,0,1,0,1,0,0,0
Erik Walden,/players/W/WaldEr99.htm,0,0,0,1,0,1,0
Sylvester Williams,/players/W/WillSy00.htm,0,0,0,0,0,1,0
Wesley Woodyard,/players/W/WoodWe20.htm,0,0,0,3,0,1,0
Budda Baker,/players/B/BakeBu00.htm,0,0,0,1,0,2,0
Antoine Bethea,/players/B/BethAn20.htm,0,0,0,0,0,0,2
Deone Bucannon,/players/B/BucaDe00.htm,0,0,0,1,0,0,1
Josh Bynes,/players/B/ByneJo00.htm,0,0,0,1,0,0,0
Karlos Dansby,/players/D/DansKa20.htm,0,0,0,6,0,1,1
Chandler Jones,/players/J/JoneCh03.htm,0,0,0,2,0,1,1
Kareem Martin,/players/M/MartKa00.htm,0,1,0,0,0,1,0
Elijhaa Penny,/players/P/PennEl00.htm,0,0,0,1,0,0,0
Olsen Pierre,/players/P/PierOl00.htm,1,0,0,0,0,0,0
Xavier Williams,/players/W/WillXa00.htm,1,0,0,0,0,1,0
