player_name,player_link
Jahleel Addae,/players/A/AddaJa00.htm,0,2,0,1,1,0,0
Joey Bosa,/players/B/BosaJo00.htm,0,2,0,1,1,0,0
Tre Boston,/players/B/BostTr00.htm,0,1,0,1,0,0,1
Melvin Ingram,/players/I/IngrMe00.htm,0,0,0,1,0,0,1
Corey Liuget,/players/L/LiugCo00.htm,0,0,0,1,0,0,0
Brandon Mebane,/players/M/MebaBr99.htm,0,0,0,1,0,0,0
Tenny Palepoi,/players/P/PaleTe00.htm,0,0,0,0,0,0,1
Denzel Perryman,/players/P/PerrDe00.htm,0,0,0,2,1,1,0
Adrian Phillips,/players/P/PhilAd00.htm,0,0,0,1,0,0,1
Darius Philon,/players/P/PhilDa01.htm,0,0,0,0,1,0,0
Hayes Pullard,/players/P/PullHa00.htm,0,0,0,0,0,1,0
Richard Ash,/players/A/AshxRi00.htm,0,1,0,1,0,0,0
Chidobe Awuzie,/players/A/AwuzCh00.htm,0,0,0,0,0,1,0
Maliek Collins,/players/C/CollMa00.htm,0,0,1,1,0,0,0
Tyrone Crawford,/players/C/CrawTy00.htm,0,1,0,0,0,0,0
Justin Durant,/players/D/DuraJu99.htm,1,0,0,1,2,0,0
Jeff Heath,/players/H/HeatJe00.htm,2,1,0,1,0,0,0
Anthony Hitchens,/players/H/HitcAn00.htm,1,1,0,2,0,2,0
Byron Jones,/players/J/JoneBy00.htm,0,0,0,1,0,0,0
Demarcus Lawrence,/players/L/LawrDe00.htm,0,0,1,1,0,1,0
Benson Mayowa,/players/M/MayoBe00.htm,0,0,0,1,0,0,0
Lewis Neal,/players/N/NealLe00.htm,0,0,0,1,0,0,0
Orlando Scandrick,/players/S/ScanOr99.htm,0,0,0,1,0,0,0
Jaylon Smith,/players/S/SmitJa05.htm,2,0,2,0,0,1,3
