player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Vonn Bell,/players/B/BellVo00.htm,0,1,0,1,0,0,0
Rafael Bush,/players/B/BushRa00.htm,1,0,0,0,0,0,0
Ken Crawley,/players/C/CrawKe02.htm,1,0,0,0,0,0,0
Tyeler Davison,/players/D/DaviTy01.htm,0,0,1,0,0,0,0
Trey Hendrickson,/players/H/HendTr00.htm,0,0,0,1,0,0,0
Cameron Jordan,/players/J/JordCa00.htm,1,0,0,1,0,0,0
A.J. Klein,/players/K/KleiAJ00.htm,2,1,0,0,0,1,0
Marshon Lattimore,/players/L/LattMa01.htm,0,1,0,0,1,0,0
Alex Okafor,/players/O/OkafAl00.htm,1,0,0,1,0,0,0
David Onyemata,/players/O/OnyeDa00.htm,1,0,0,0,0,1,0
Sheldon Rankins,/players/R/RankSh00.htm,0,0,0,2,0,0,0
Craig Robertson,/players/R/RobeCr00.htm,1,0,0,0,0,1,0
Manti Te'o,/players/T/TeoxMa00.htm,0,0,0,1,0,1,0
Kenny Vaccaro,/players/V/VaccKe00.htm,1,0,1,0,0,0,0
Kentrell Brice,/players/B/BricKe00.htm,0,0,0,0,0,0,4
Kenny Clark,/players/C/ClarKe01.htm,0,1,0,2,1,1,0
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,0,0,0,0,0,0,1
Mike Daniels,/players/D/DaniMi00.htm,0,0,0,2,0,1,0
Quinton Dial,/players/D/DialQu00.htm,0,0,0,0,1,1,0
Marwin Evans,/players/E/EvanMa00.htm,0,0,0,0,1,0,0
Kyler Fackrell,/players/F/FackKy00.htm,0,0,1,0,0,0,0
Josh Hawkins,/players/H/HawkJo00.htm,0,0,1,0,0,0,0
Davon House,/players/H/HousDa00.htm,0,0,0,0,0,1,2
Josh Jones,/players/J/JoneJo06.htm,0,0,1,0,0,0,0
Kevin King,/players/K/KingKe01.htm,2,1,0,0,0,0,0
Dean Lowry,/players/L/LowrDe00.htm,0,0,0,0,0,0,1
Blake Martinez,/players/M/MartBl01.htm,1,0,1,2,0,1,1
Clay Matthews,/players/M/MattCl99.htm,0,0,1,0,1,0,0
Chris Odom,/players/O/OdomCh00.htm,0,0,0,0,0,1,0
Nick Perry,/players/P/PerrNi00.htm,1,0,0,1,0,0,0
Damarious Randall,/players/R/RandDa00.htm,0,1,0,0,0,0,0
Jake Ryan,/players/R/RyanJa00.htm,0,1,0,0,0,0,0
