player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Shaquil Barrett,/players/B/BarrSh00.htm,0,2,0,0,0,0,0
Todd Davis,/players/D/DaviTo01.htm,0,1,2,1,3,0,0
Adam Gotsis,/players/G/GotsAd00.htm,1,1,1,0,0,0,0
Chris Harris,/players/H/HarrCh01.htm,1,0,0,0,0,0,0
Shelby Harris,/players/H/HarrSh00.htm,0,1,0,0,0,0,0
Zach Kerr,/players/K/KerrZa00.htm,0,0,0,1,0,0,0
Brandon Marshall,/players/M/MarsBr01.htm,0,1,2,0,3,0,0
Von Miller,/players/M/MillVo00.htm,0,0,1,0,0,0,1
Domata Peko,/players/P/PekoDo20.htm,0,0,0,1,2,0,0
Bradley Roby,/players/R/RobyBr00.htm,0,2,0,0,0,0,0
Justin Simmons,/players/S/SimmJu00.htm,2,0,1,1,0,0,0
Darian Stewart,/players/S/StewDa00.htm,1,0,1,3,0,0,0
Aqib Talib,/players/T/TaliAq99.htm,0,0,0,0,0,2,0
Derek Wolfe,/players/W/WolfDe00.htm,0,0,1,0,0,0,0
Lorenzo Alexander,/players/A/AlexLo99.htm,0,0,0,0,1,0,0
Preston Brown,/players/B/BrowPr00.htm,0,0,0,1,2,1,1
Ryan Davis,/players/D/DaviRy00.htm,0,0,0,0,0,1,0
E.J. Gaines,/players/G/GainE.00.htm,1,0,0,0,1,0,0
Jerry Hughes,/players/H/HughJe99.htm,1,0,1,0,0,1,0
Ramon Humber,/players/H/HumbRa00.htm,0,0,2,2,1,1,0
Micah Hyde,/players/H/HydeMi00.htm,0,0,0,1,1,0,0
Deon Lacey,/players/L/LaceDe00.htm,0,0,0,0,1,0,0
Jordan Poyer,/players/P/PoyeJo00.htm,0,0,0,1,0,0,0
Cedric Thornton,/players/T/ThorCe00.htm,1,0,0,0,0,1,0
Adolphus Washington,/players/W/WashAd00.htm,0,1,1,0,0,0,0
TreDavious White,/players/W/WhitTr01.htm,0,0,0,0,1,0,0
Kyle Williams,/players/W/WillKy20.htm,0,0,0,3,0,0,0
Eddie Yarbrough,/players/Y/YarbEd01.htm,0,0,0,0,0,1,0
