player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Angelo Blackson,/players/B/BlacAn00.htm,0,0,0,1,0,1,0
Jadeveon Clowney,/players/C/ClowJa00.htm,1,0,0,0,1,1,0
Zach Cunningham,/players/C/CunnZa00.htm,0,0,0,1,1,1,0
Marcus Gilchrist,/players/G/GilcMa00.htm,0,0,0,0,0,2,0
Andre Hal,/players/H/HalxAn00.htm,0,0,0,0,1,2,0
Joel Heath,/players/H/HeatJo00.htm,0,0,0,0,0,0,1
Kevin Johnson,/players/J/JohnKe04.htm,0,0,0,0,1,0,0
Johnathan Joseph,/players/J/JoseJo20.htm,0,0,0,0,0,0,1
Benardrick McKinney,/players/M/McKiBe00.htm,0,0,1,2,1,0,1
Brian Peters,/players/P/PeteBr00.htm,0,0,0,0,1,0,0
Gimel President,/players/P/PresGi00.htm,0,0,0,1,1,0,0
D.J. Reader,/players/R/ReadD.00.htm,0,0,0,1,0,0,0
Carlos Watkins,/players/W/WatkCa00.htm,0,0,0,1,1,0,0
Marcus Williams,/players/W/WillMa03.htm,1,0,0,0,0,0,0
Kevin Byard,/players/B/ByarKe01.htm,0,0,0,1,0,0,0
Jurrell Casey,/players/C/CaseJu00.htm,1,1,1,0,1,0,0
Johnathan Cyprien,/players/C/CyprJo00.htm,0,0,0,1,0,0,0
Kevin Dodd,/players/D/DoddKe00.htm,0,0,0,0,0,1,0
Adoree' Jackson,/players/J/JackAd00.htm,0,1,0,0,0,1,0
Austin Johnson,/players/J/JohnAu01.htm,0,0,1,1,1,0,0
DaQuan Jones,/players/J/JoneDa04.htm,0,0,1,1,0,1,0
Derrick Morgan,/players/M/MorgDe99.htm,0,0,1,0,1,0,0
Brian Orakpo,/players/O/OrakBr99.htm,0,0,0,1,0,0,0
Erik Walden,/players/W/WaldEr99.htm,0,0,0,0,0,0,1
Avery Williamson,/players/W/WillAv00.htm,0,1,1,1,1,0,0
Wesley Woodyard,/players/W/WoodWe20.htm,0,1,1,2,1,0,0
