player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Kwon Alexander,/players/A/AlexKw00.htm,2,1,1,0,0,1,0
Chris Baker,/players/B/BakeCh99.htm,1,0,1,0,0,0,1
Kendell Beckwith,/players/B/BeckKe00.htm,1,0,1,0,0,0,0
Lavonte David,/players/D/DaviLa00.htm,2,0,0,0,1,0,0
Justin Evans,/players/E/EvanJu00.htm,2,0,0,0,0,0,0
William Gholston,/players/G/GholWi00.htm,0,2,0,0,0,0,1
Brent Grimes,/players/G/GrimBr20.htm,0,0,0,0,0,0,1
Gerald McCoy,/players/M/McCoGe99.htm,0,2,0,0,0,0,0
Ryan Russell,/players/R/RussRy00.htm,1,0,1,0,1,0,0
Ryan Smith,/players/S/SmitRy00.htm,1,0,1,0,1,0,0
Ricardo Allen,/players/A/AlleRi00.htm,1,1,0,0,1,0,1
De'Vondre Campbell,/players/C/CampDe00.htm,0,0,1,0,1,0,0
C.J. Goodwin,/players/G/GoodC.00.htm,0,0,0,0,0,1,0
Kemal Ishmael,/players/I/IshmKe00.htm,1,0,0,0,0,0,0
Grady Jarrett,/players/J/JarrGr00.htm,0,1,0,0,0,0,0
Deion Jones,/players/J/JoneDe01.htm,2,1,0,0,0,0,1
Damontae Kazee,/players/K/KazeDa00.htm,1,0,0,1,0,0,0
Takkarist McKinley,/players/M/McKiTa00.htm,0,0,0,0,0,1,0
Keanu Neal,/players/N/NealKe01.htm,1,0,1,0,0,0,0
Dontari Poe,/players/P/PoexDo00.htm,0,0,1,0,0,0,0
Brooks Reed,/players/R/ReedBr00.htm,0,0,1,0,0,0,1
Duke Riley,/players/R/RileDu00.htm,1,0,0,0,0,0,0
Ahtyba Rubin,/players/R/RubiAh99.htm,0,0,1,0,0,0,0
Derrick Shelby,/players/S/ShelDe00.htm,0,1,1,0,1,0,1
Desmond Trufant,/players/T/TrufDe00.htm,0,0,0,0,0,1,0
