player_name,player_link,l_end,l_tckl,l_guard,mid,r_guard,r_tckl,r_end
Adrian Colbert,/players/C/ColbAd00.htm,2,0,0,0,0,0,0
Brock Coyle,/players/C/CoylBr00.htm,0,1,0,0,0,0,0
Sheldon Day,/players/D/DayxSh00.htm,0,0,1,0,1,1,0
Reuben Foster,/players/F/FostRe00.htm,3,0,0,0,0,0,0
Eli Harold,/players/H/HaroEl00.htm,2,0,0,0,0,0,0
Dontae Johnson,/players/J/JohnDo02.htm,0,0,1,0,0,0,0
Earl Mitchell,/players/M/MitcEa99.htm,1,0,0,0,0,0,0
Eric Reid,/players/R/ReidEr00.htm,0,0,1,0,0,0,1
Solomon Thomas,/players/T/ThomSo00.htm,1,0,0,0,0,0,0
K'Waun Williams,/players/W/WillKW00.htm,0,0,0,0,0,0,1
Ahkello Witherspoon,/players/W/WithAh00.htm,0,0,0,0,0,0,1
Prince Amukamara,/players/A/AmukPr00.htm,2,0,0,0,0,0,0
Jonathan Bullard,/players/B/BullJo00.htm,0,1,1,0,1,0,1
Kyle Fuller,/players/F/FullKy00.htm,0,0,0,0,0,1,2
Eddie Goldman,/players/G/GoldEd00.htm,0,0,1,0,2,0,0
Akiem Hicks,/players/H/HickAk00.htm,1,0,0,1,0,0,2
Lamarr Houston,/players/H/HousLa99.htm,0,0,0,0,0,1,0
John Jenkins,/players/J/JenkJo00.htm,1,0,0,0,1,0,0
Christian Jones,/players/J/JoneCh05.htm,2,1,0,0,1,1,2
Nick Kwiatkoski,/players/K/KwiaNi00.htm,0,0,0,0,1,0,1
Pernell McPhee,/players/M/McPhPe00.htm,0,0,1,0,0,0,0
Chris Prosinski,/players/P/ProsCh00.htm,0,0,0,0,0,0,1
Roy Robertson-Harris,/players/R/RobeRo00.htm,0,1,0,0,0,0,1
Danny Trevathan,/players/T/TrevDa00.htm,1,0,1,0,1,0,1
Mitch Unrein,/players/U/UnreMi00.htm,1,0,0,0,0,0,0
