player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Riley Reiff,/players/R/ReifRi00.htm,T,74,100,0,0,6,21,Minnesota Vikings
Mike Remmers,/players/R/RemmMi00.htm,T,74,100,0,0,6,21,Minnesota Vikings
Nick Easton,/players/E/EastNi00.htm,G,74,100,0,0,6,21,Minnesota Vikings
Pat Elflein,/players/E/ElflPa00.htm,C,74,100,0,0,1,4,Minnesota Vikings
Case Keenum,/players/K/KeenCa00.htm,QB,74,100,0,0,0,0,Minnesota Vikings
Joe Berger,/players/B/BergJo20.htm,G,72,97,0,0,2,7,Minnesota Vikings
Kyle Rudolph,/players/R/RudoKy00.htm,TE,68,92,0,0,6,21,Minnesota Vikings
Adam Thielen,/players/T/ThieAd00.htm,WR,63,85,0,0,0,0,Minnesota Vikings
Dalvin Cook,/players/C/CookDa01.htm,RB,54,73,0,0,0,0,Minnesota Vikings
Stefon Diggs,/players/D/DiggSt00.htm,WR,52,70,0,0,0,0,Minnesota Vikings
Laquon Treadwell,/players/T/TreaLa00.htm,WR,31,42,0,0,1,4,Minnesota Vikings
David Morgan,/players/M/MorgDa01.htm,TE,30,41,0,0,10,36,Minnesota Vikings
C.J. Ham,/players/H/HamxC.00.htm,FB,22,30,0,0,19,68,Minnesota Vikings
Jarius Wright,/players/W/WrigJa02.htm,WR,18,24,0,0,0,0,Minnesota Vikings
Jerick McKinnon,/players/M/McKiJe00.htm,RB,14,19,0,0,18,64,Minnesota Vikings
Blake Bell,/players/B/BellBl00.htm,TE,10,14,0,0,5,18,Minnesota Vikings
Latavius Murray,/players/M/MurrLa00.htm,RB,8,11,0,0,0,0,Minnesota Vikings
Jeremiah Sirles,/players/S/SirlJe00.htm,G,2,3,0,0,6,21,Minnesota Vikings
Andrew Sendejo,/players/S/SendAn00.htm,SS,0,0,53,100,7,25,Minnesota Vikings
Harrison Smith,/players/S/SmitHa00.htm,FS,0,0,53,100,3,11,Minnesota Vikings
Eric Kendricks,/players/K/KendEr00.htm,LB,0,0,50,94,3,11,Minnesota Vikings
Anthony Barr,/players/B/BarrAn00.htm,LB,0,0,49,92,3,11,Minnesota Vikings
Everson Griffen,/players/G/GrifEv99.htm,DE,0,0,47,89,3,11,Minnesota Vikings
Xavier Rhodes,/players/R/RhodXa00.htm,CB,0,0,46,87,0,0,Minnesota Vikings
Tom Johnson,/players/J/JohnTo01.htm,DT,0,0,40,75,3,11,Minnesota Vikings
Trae Waynes,/players/W/WaynTr00.htm,CB,0,0,40,75,0,0,Minnesota Vikings
Danielle Hunter,/players/H/HuntDa01.htm,DE,0,0,39,74,2,7,Minnesota Vikings
Brian Robison,/players/R/RobiBr98.htm,DE,0,0,37,70,1,4,Minnesota Vikings
Terence Newman,/players/N/NewmTe20.htm,CB,0,0,33,62,0,0,Minnesota Vikings
Linval Joseph,/players/J/JoseLi99.htm,NT,0,0,29,55,3,11,Minnesota Vikings
Mackensie Alexander,/players/A/AlexMa01.htm,CB,0,0,18,34,14,50,Minnesota Vikings
Shamar Stephen,/players/S/StepSh00.htm,NT,0,0,13,25,10,36,Minnesota Vikings
Tramaine Brock,/players/B/BrocTr00.htm,CB,0,0,13,25,9,32,Minnesota Vikings
Ben Gedeon,/players/G/GedeBe00.htm,LB,0,0,9,17,22,79,Minnesota Vikings
Emmanuel Lamur,/players/L/LamuEm00.htm,LB,0,0,7,13,10,36,Minnesota Vikings
Stephen Weatherly,/players/W/WeatSt00.htm,DE,0,0,7,13,4,14,Minnesota Vikings
Anthony Harris,/players/H/HarrAn01.htm,FS,0,0,0,0,19,68,Minnesota Vikings
Jayron Kearse,/players/K/KearJa00.htm,SS,0,0,0,0,19,68,Minnesota Vikings
Eric Wilson,/players/W/WilsEr00.htm,LB,0,0,0,0,19,68,Minnesota Vikings
Kentrell Brothers,/players/B/BrotKe00.htm,LB,0,0,0,0,19,68,Minnesota Vikings
Marcus Sherels,/players/S/SherMa20.htm,CB,0,0,0,0,15,54,Minnesota Vikings
Kai Forbath,/players/F/ForbKa00.htm,K,0,0,0,0,13,46,Minnesota Vikings
Ryan Quigley,/players/Q/QuigRy00.htm,P,0,0,0,0,9,32,Minnesota Vikings
Kevin McDermott,/players/M/McDeKe00.htm,LS,0,0,0,0,9,32,Minnesota Vikings
Rashod Hill,/players/H/HillRa01.htm,T,0,0,0,0,3,11,Minnesota Vikings
