player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Breno Giacomini,/players/G/GiacBr20.htm,T,79,100,0,0,1,4,Houston Texans
Nick Martin,/players/M/MartNi00.htm,C,79,100,0,0,0,0,Houston Texans
DeAndre Hopkins,/players/H/HopkDe00.htm,WR,79,100,0,0,0,0,Houston Texans
Kendall Lamm,/players/L/LammKe00.htm,T,72,91,0,0,1,4,Houston Texans
Lamar Miller,/players/M/MillLa01.htm,RB,64,81,0,0,0,0,Houston Texans
Braxton Miller,/players/M/MillBr03.htm,WR,63,80,0,0,0,0,Houston Texans
Xavier Su'a-Filo,/players/S/Sua-Xa00.htm,G,59,75,0,0,1,4,Houston Texans
Stephen Anderson,/players/A/AndeSt01.htm,TE,57,72,0,0,11,42,Houston Texans
Jeff Allen,/players/A/AlleJe01.htm,G,51,65,0,0,1,4,Houston Texans
Tyler Ervin,/players/E/ErviTy00.htm,RB,50,63,0,0,11,42,Houston Texans
Greg Mancz,/players/M/MancGr00.htm,C,48,61,0,0,1,4,Houston Texans
Deshaun Watson,/players/W/WatsDe00.htm,QB,48,61,0,0,0,0,Houston Texans
Bruce Ellington,/players/E/ElliBr00.htm,WR,45,57,0,0,0,0,Houston Texans
Tom Savage,/players/S/SavaTo00.htm,QB,31,39,0,0,0,0,Houston Texans
C.J. Fiedorowicz,/players/F/FiedC.00.htm,TE,24,30,0,0,0,0,Houston Texans
Ryan Griffin,/players/G/GrifRy00.htm,TE,10,13,0,0,0,0,Houston Texans
Chris Clark,/players/C/ClarCh21.htm,T,7,9,0,0,1,4,Houston Texans
D'Onta Foreman,/players/F/ForeDO00.htm,RB,2,3,0,0,1,4,Houston Texans
Andy Jones,/players/J/JoneAn01.htm,WR,1,1,0,0,0,0,Houston Texans
Benardrick McKinney,/players/M/McKiBe00.htm,LB,0,0,59,92,6,23,Houston Texans
Whitney Mercilus,/players/M/MercWh00.htm,LB,0,0,55,86,6,23,Houston Texans
Kevin Johnson,/players/J/JohnKe04.htm,CB,0,0,53,83,9,35,Houston Texans
Jadeveon Clowney,/players/C/ClowJa00.htm,LB,0,0,53,83,6,23,Houston Texans
Andre Hal,/players/H/HalxAn00.htm,FS,0,0,52,81,6,23,Houston Texans
J.J. Watt,/players/W/WattJ.00.htm,DE,0,0,50,78,4,15,Houston Texans
D.J. Reader,/players/R/ReadD.00.htm,NT,0,0,46,72,5,19,Houston Texans
Kareem Jackson,/players/J/JackKa99.htm,CB,0,0,45,70,5,19,Houston Texans
Corey Moore,/players/M/MoorCo00.htm,SS,0,0,44,69,11,42,Houston Texans
Johnathan Joseph,/players/J/JoseJo20.htm,CB,0,0,42,66,5,19,Houston Texans
Joel Heath,/players/H/HeatJo00.htm,DE,0,0,38,59,7,27,Houston Texans
Brian Cushing,/players/C/CushBr99.htm,LB,0,0,32,50,3,12,Houston Texans
