player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Justin Britt,/players/B/BritJu00.htm,C,55,100,0,0,1,3,Seattle Seahawks
Germain Ifedi,/players/I/IfedGe00.htm,T,55,100,0,0,1,3,Seattle Seahawks
Ethan Pocic,/players/P/PociEt00.htm,C,55,100,0,0,1,3,Seattle Seahawks
Luke Joeckel,/players/J/JoecLu00.htm,G,55,100,0,0,1,3,Seattle Seahawks
Duane Brown,/players/B/BrowDu20.htm,T,55,100,0,0,0,0,Seattle Seahawks
Russell Wilson,/players/W/WilsRu00.htm,QB,52,95,0,0,0,0,Seattle Seahawks
Doug Baldwin,/players/B/BaldDo00.htm,WR,46,84,0,0,0,0,Seattle Seahawks
Paul Richardson,/players/R/RichPa01.htm,WR,45,82,0,0,0,0,Seattle Seahawks
Jimmy Graham,/players/G/GrahJi00.htm,TE,44,80,0,0,1,3,Seattle Seahawks
Tyler Lockett,/players/L/LockTy00.htm,WR,40,73,0,0,13,39,Seattle Seahawks
J.D. McKissic,/players/M/McKiJ.00.htm,WR,35,64,0,0,7,21,Seattle Seahawks
Luke Willson,/players/W/WillLu00.htm,TE,19,35,0,0,19,58,Seattle Seahawks
Mike Davis,/players/D/DaviMi01.htm,RB,19,35,0,0,0,0,Seattle Seahawks
Tanner McEvoy,/players/M/McEvTa01.htm,WR,11,20,0,0,24,73,Seattle Seahawks
Amara Darboh,/players/D/DarbAm00.htm,WR,10,18,0,0,15,45,Seattle Seahawks
Nick Vannett,/players/V/VannNi00.htm,TE,6,11,0,0,11,33,Seattle Seahawks
Austin Davis,/players/D/DaviAu00.htm,QB,3,5,0,0,0,0,Seattle Seahawks
Bradley McDougald,/players/M/McDoBr01.htm,FS,0,0,68,100,11,33,Seattle Seahawks
Shaquill Griffin,/players/G/GrifSh00.htm,CB,0,0,68,100,2,6,Seattle Seahawks
Terence Garvin,/players/G/GarvTe00.htm,LB,0,0,65,96,12,36,Seattle Seahawks
Earl Thomas,/players/T/ThomEa99.htm,FS,0,0,65,96,0,0,Seattle Seahawks
Byron Maxwell,/players/M/MaxwBy00.htm,CB,0,0,62,91,0,0,Seattle Seahawks
Jarran Reed,/players/R/ReedJa02.htm,DT,0,0,52,76,7,21,Seattle Seahawks
Michael Bennett,/players/B/BennMi99.htm,DE,0,0,52,76,0,0,Seattle Seahawks
Bobby Wagner,/players/W/WagnBo00.htm,LB,0,0,46,68,7,21,Seattle Seahawks
Frank Clark,/players/C/ClarFr01.htm,DE,0,0,43,63,1,3,Seattle Seahawks
Justin Coleman,/players/C/ColeJu01.htm,CB,0,0,42,62,10,30,Seattle Seahawks
Sheldon Richardson,/players/R/RichSh00.htm,DT,0,0,40,59,7,21,Seattle Seahawks
Jeremy Lane,/players/L/LaneJe00.htm,CB,0,0,34,50,19,58,Seattle Seahawks
Branden Jackson,/players/J/JackBr04.htm,DE,0,0,25,37,8,24,Seattle Seahawks
Michael Wilhoite,/players/W/WilhMi00.htm,LB,0,0,23,34,12,36,Seattle Seahawks
Quinton Jefferson,/players/J/JeffQu00.htm,DT,0,0,23,34,2,6,Seattle Seahawks
