player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
D.J. Fluker,/players/F/FlukDJ00.htm,G,68,100,0,0,4,12,New York Giants
Ereck Flowers,/players/F/FlowEr00.htm,T,68,100,0,0,4,12,New York Giants
John Jerry,/players/J/JerrJo20.htm,G,68,100,0,0,4,12,New York Giants
Brett Jones,/players/J/JoneBr04.htm,C,68,100,0,0,0,0,New York Giants
Bobby Hart,/players/H/HartBo00.htm,T,68,100,0,0,0,0,New York Giants
Eli Manning,/players/M/MannEl00.htm,QB,64,94,0,0,0,0,New York Giants
Sterling Shepard,/players/S/ShepSt00.htm,WR,63,93,0,0,0,0,New York Giants
Evan Engram,/players/E/EngrEv00.htm,TE,58,85,0,0,4,12,New York Giants
Roger Lewis,/players/L/LewiRo03.htm,WR,47,69,0,0,0,0,New York Giants
Rhett Ellison,/players/E/ElliRh00.htm,TE,40,59,0,0,19,56,New York Giants
Tavarres King,/players/K/KingTa00.htm,WR,35,51,0,0,0,0,New York Giants
Orleans Darkwa,/players/D/DarkOr00.htm,RB,32,47,0,0,10,29,New York Giants
Shane Vereen,/players/V/VereSh00.htm,RB,19,28,0,0,10,29,New York Giants
Wayne Gallman,/players/G/GallWa00.htm,RB,17,25,0,0,19,56,New York Giants
Matt LaCosse,/players/L/LaCoMa00.htm,TE,12,18,0,0,1,3,New York Giants
Jerell Adams,/players/A/AdamJe01.htm,TE,8,12,0,0,14,41,New York Giants
Ed Eagan,/players/E/EagaEd00.htm,WR,5,7,0,0,2,6,New York Giants
Geno Smith,/players/S/SmitGe00.htm,QB,4,6,0,0,0,0,New York Giants
Travis Rudolph,/players/R/RudoTr00.htm,WR,4,6,0,0,0,0,New York Giants
Eli Apple,/players/A/ApplEl00.htm,CB,0,0,64,100,14,41,New York Giants
Ross Cockrell,/players/C/CockRo00.htm,CB,0,0,64,100,4,12,New York Giants
Darian Thompson,/players/T/ThomDa05.htm,FS,0,0,60,94,9,26,New York Giants
Curtis Grant,/players/G/GranCu01.htm,LB,0,0,56,88,27,79,New York Giants
Avery Moss,/players/M/MossAv00.htm,DE,0,0,56,88,0,0,New York Giants
Jason Pierre-Paul,/players/P/PierJa99.htm,DE,0,0,54,84,9,26,New York Giants
Dominique Rodgers-Cromartie,/players/R/RodgDo99.htm,CB,0,0,51,80,13,38,New York Giants
Landon Collins,/players/C/CollLa00.htm,SS,0,0,51,80,12,35,New York Giants
Calvin Munson,/players/M/MunsCa00.htm,LB,0,0,41,64,15,44,New York Giants
Damon Harrison,/players/H/HarrDa03.htm,DT,0,0,39,61,1,3,New York Giants
Dalvin Tomlinson,/players/T/TomlDa00.htm,DT,0,0,38,59,12,35,New York Giants
Jay Bromley,/players/B/BromJa00.htm,DT,0,0,28,44,4,12,New York Giants
Keenan Robinson,/players/R/RobiKe01.htm,LB,0,0,25,39,0,0,New York Giants
Devon Kennard,/players/K/KennDe00.htm,LB,0,0,19,30,17,50,New York Giants
Andrew Adams,/players/A/AdamAn01.htm,FS,0,0,15,23,22,65,New York Giants
