player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Mitchell Schwartz,/players/S/SchwMi00.htm,T,76,100,0,0,6,21,Kansas City Chiefs
Eric Fisher,/players/F/FishEr00.htm,T,76,100,0,0,6,21,Kansas City Chiefs
Bryan Witzmann,/players/W/WitzBr00.htm,G,76,100,0,0,6,21,Kansas City Chiefs
Zach Fulton,/players/F/FultZa00.htm,G,76,100,0,0,6,21,Kansas City Chiefs
Alex Smith,/players/S/SmitAl03.htm,QB,76,100,0,0,0,0,Kansas City Chiefs
Jordan Devey,/players/D/DeveJo00.htm,G,74,97,0,0,6,21,Kansas City Chiefs
Chris Conley,/players/C/ConlCh00.htm,WR,71,93,0,0,0,0,Kansas City Chiefs
Travis Kelce,/players/K/KelcTr00.htm,TE,71,93,0,0,0,0,Kansas City Chiefs
Tyreek Hill,/players/H/HillTy00.htm,WR,58,76,0,0,4,14,Kansas City Chiefs
Kareem Hunt,/players/H/HuntKa00.htm,RB,50,66,0,0,0,0,Kansas City Chiefs
Albert Wilson,/players/W/WilsAl02.htm,WR,43,57,0,0,12,43,Kansas City Chiefs
Demetrius Harris,/players/H/HarrDe03.htm,TE,40,53,0,0,21,75,Kansas City Chiefs
Charcandrick West,/players/W/WestCh01.htm,RB,20,26,0,0,0,0,Kansas City Chiefs
Anthony Sherman,/players/S/SherAn00.htm,FB,12,16,0,0,20,71,Kansas City Chiefs
Ross Travis,/players/T/TravRo00.htm,TE,4,5,0,0,5,18,Kansas City Chiefs
Demarcus Robinson,/players/R/RobiDe01.htm,WR,4,5,0,0,0,0,Kansas City Chiefs
De'Anthony Thomas,/players/T/ThomDe05.htm,WR,3,4,0,0,18,64,Kansas City Chiefs
Akeem Hunt,/players/H/HuntAk01.htm,RB,3,4,0,0,13,46,Kansas City Chiefs
Laurent Duvernay-Tardif,/players/D/DuveLa00.htm,G,2,3,0,0,0,0,Kansas City Chiefs
Cameron Erving,/players/E/ErviCa00.htm,T,1,1,0,0,6,21,Kansas City Chiefs
Daniel Sorensen,/players/S/SoreDa01.htm,SS,0,0,50,100,3,11,Kansas City Chiefs
Marcus Peters,/players/P/PeteMa00.htm,CB,0,0,50,100,0,0,Kansas City Chiefs
Derrick Johnson,/players/J/JohnDe25.htm,LB,0,0,50,100,0,0,Kansas City Chiefs
Justin Houston,/players/H/HousJu00.htm,LB,0,0,50,100,0,0,Kansas City Chiefs
Ron Parker,/players/P/ParkRo01.htm,FS,0,0,50,100,0,0,Kansas City Chiefs
Terrance Mitchell,/players/M/MitcTe00.htm,CB,0,0,49,98,0,0,Kansas City Chiefs
Frank Zombo,/players/Z/ZombFr00.htm,LB,0,0,47,94,16,57,Kansas City Chiefs
Allen Bailey,/players/B/BailAl00.htm,DE,0,0,37,74,4,14,Kansas City Chiefs
Chris Jones,/players/J/JoneCh09.htm,DE,0,0,36,72,0,0,Kansas City Chiefs
Bennie Logan,/players/L/LogaBe00.htm,NT,0,0,32,64,3,11,Kansas City Chiefs
Phillip Gaines,/players/G/GainPh00.htm,CB,0,0,29,58,8,29,Kansas City Chiefs
Eric Murray,/players/M/MurrEr00.htm,FS,0,0,28,56,18,64,Kansas City Chiefs
Reggie Ragland,/players/R/RaglRe00.htm,LB,0,0,21,42,0,0,Kansas City Chiefs
Jarvis Jenkins,/players/J/JenkJa01.htm,DE,0,0,9,18,0,0,Kansas City Chiefs
Roy Miller,/players/M/MillRo99.htm,NT,0,0,5,10,1,4,Kansas City Chiefs
Rakeem Nunez-Roches,/players/N/NuneRa00.htm,DE,0,0,4,8,4,14,Kansas City Chiefs
Terrance Smith,/players/S/SmitTe04.htm,LB,0,0,3,6,18,64,Kansas City Chiefs
Ukeme Eligwe,/players/E/EligUk00.htm,LB,0,0,0,0,22,79,Kansas City Chiefs
Steven Terrell,/players/T/TerrSt00.htm,FS,0,0,0,0,22,79,Kansas City Chiefs
Kenneth Acker,/players/A/AckeKe00.htm,CB,0,0,0,0,15,54,Kansas City Chiefs
Harrison Butker,/players/B/ButkHa00.htm,K,0,0,0,0,12,43,Kansas City Chiefs
Tanoh Kpassagnon,/players/K/KpasTa00.htm,LB,0,0,0,0,11,39,Kansas City Chiefs
James Winchester,/players/W/WincJa00.htm,LS,0,0,0,0,9,32,Kansas City Chiefs
Dustin Colquitt,/players/C/ColqDu20.htm,P,0,0,0,0,9,32,Kansas City Chiefs
Ramik Wilson,/players/W/WilsRa00.htm,LB,0,0,0,0,4,14,Kansas City Chiefs
Spencer Long,/players/L/LongSp00.htm,C,50,100,0,0,4,14,Washington Redskins
Brandon Scherff,/players/S/ScheBr00.htm,G,50,100,0,0,4,14,Washington Redskins
Morgan Moses,/players/M/MoseMo00.htm,T,50,100,0,0,4,14,Washington Redskins
Shawn Lauvao,/players/L/LauvSh20.htm,G,50,100,0,0,4,14,Washington Redskins
Kirk Cousins,/players/C/CousKi00.htm,QB,50,100,0,0,0,0,Washington Redskins
Trent Williams,/players/W/WillTr21.htm,T,46,92,0,0,0,0,Washington Redskins
Terrelle Pryor,/players/P/PryoTe00.htm,WR,43,86,0,0,0,0,Washington Redskins
Jamison Crowder,/players/C/CrowJa00.htm,WR,36,72,0,0,3,11,Washington Redskins
Vernon Davis,/players/D/DaviVe00.htm,TE,35,70,0,0,0,0,Washington Redskins
Chris Thompson,/players/T/ThomCh03.htm,RB,26,52,0,0,6,21,Washington Redskins
Niles Paul,/players/P/PaulNi00.htm,TE,24,48,0,0,14,50,Washington Redskins
Ryan Grant,/players/G/GranRy01.htm,WR,22,44,0,0,5,18,Washington Redskins
Josh Doctson,/players/D/DoctJo00.htm,WR,17,34,0,0,0,0,Washington Redskins
Jordan Reed,/players/R/ReedJo02.htm,TE,14,28,0,0,0,0,Washington Redskins
Samaje Perine,/players/P/PeriSa00.htm,RB,12,24,0,0,6,21,Washington Redskins
Robert Kelley,/players/K/KellRo00.htm,RB,12,24,0,0,0,0,Washington Redskins
Jeremy Sprinkle,/players/S/SpriJe00.htm,TE,7,14,0,0,2,7,Washington Redskins
T.J. Clemmings,/players/C/ClemT.00.htm,T,6,12,0,0,4,14,Washington Redskins
Bashaud Breeland,/players/B/BreeBa00.htm,CB,0,0,76,100,15,54,Washington Redskins
D.J. Swearinger,/players/S/SweaDJ00.htm,FS,0,0,76,100,6,21,Washington Redskins
Zach Brown,/players/B/BrowZa00.htm,LB,0,0,74,97,6,21,Washington Redskins
Preston Smith,/players/S/SmitPr00.htm,LB,0,0,61,80,6,21,Washington Redskins
Ryan Kerrigan,/players/K/KerrRy00.htm,LB,0,0,57,75,6,21,Washington Redskins
Montae Nicholson,/players/N/NichMo00.htm,FS,0,0,46,61,6,21,Washington Redskins
Evander Hood,/players/H/HoodEv99.htm,NT,0,0,44,58,4,14,Washington Redskins
Martrell Spaight,/players/S/SpaiMa00.htm,LB,0,0,43,57,9,32,Washington Redskins
Kendall Fuller,/players/F/FullKe00.htm,CB,0,0,42,55,4,14,Washington Redskins
Matthew Ioannidis,/players/I/IoanMa01.htm,DE,0,0,40,53,17,61,Washington Redskins
Quinton Dunbar,/players/D/DunbQu00.htm,CB,0,0,37,49,12,43,Washington Redskins
Jonathan Allen,/players/A/AlleJo01.htm,DE,0,0,37,49,8,29,Washington Redskins
Terrell McClain,/players/M/McClTe00.htm,DE,0,0,33,43,6,21,Washington Redskins
Mason Foster,/players/F/FostMa00.htm,LB,0,0,32,42,4,14,Washington Redskins
Stacy McGee,/players/M/McGeSt01.htm,DE,0,0,32,42,0,0,Washington Redskins
Josh Norman,/players/N/NormJo01.htm,CB,0,0,26,34,0,0,Washington Redskins
Junior Galette,/players/G/GaleJu00.htm,LB,0,0,26,34,0,0,Washington Redskins
Deshazor Everett,/players/E/EverDe01.htm,SS,0,0,18,24,13,46,Washington Redskins
Fabian Moreau,/players/M/MoreFa00.htm,CB,0,0,13,17,24,86,Washington Redskins
Stefan McClure,/players/M/McClSt01.htm,SS,0,0,12,16,22,79,Washington Redskins
Ryan Anderson,/players/A/AndeRy00.htm,LB,0,0,8,11,8,29,Washington Redskins
William Compton,/players/C/CompWi00.htm,LB,0,0,2,3,18,64,Washington Redskins
Chris Carter,/players/C/CartCh00.htm,LB,0,0,1,1,24,86,Washington Redskins
Chase Roullier,/players/R/RoulCh00.htm,C,0,0,0,0,9,32,Washington Redskins
Dustin Hopkins,/players/H/HopkDu00.htm,K,0,0,0,0,9,32,Washington Redskins
Tress Way,/players/W/WayxTr00.htm,P,0,0,0,0,8,29,Washington Redskins
Nick Sundberg,/players/S/SundNi00.htm,LS,0,0,0,0,8,29,Washington Redskins
