player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
David DeCastro,/players/D/DeCaDa00.htm,G,74,100,0,0,7,23,Pittsburgh Steelers
Ramon Foster,/players/F/FostRa21.htm,G,74,100,0,0,7,23,Pittsburgh Steelers
Maurkice Pouncey,/players/P/PounMa20.htm,C,74,100,0,0,0,0,Pittsburgh Steelers
Ben Roethlisberger,/players/R/RoetBe00.htm,QB,74,100,0,0,0,0,Pittsburgh Steelers
Jesse James,/players/J/JameJe00.htm,TE,71,96,0,0,7,23,Pittsburgh Steelers
Antonio Brown,/players/B/BrowAn04.htm,WR,70,95,0,0,0,0,Pittsburgh Steelers
Le'Veon Bell,/players/B/BellLe00.htm,RB,68,92,0,0,0,0,Pittsburgh Steelers
Marcus Gilbert,/players/G/GilbMa00.htm,T,59,80,0,0,5,16,Pittsburgh Steelers
Alejandro Villanueva,/players/V/VillAl00.htm,T,53,72,0,0,2,6,Pittsburgh Steelers
Martavis Bryant,/players/B/BryaMa00.htm,WR,47,64,0,0,0,0,Pittsburgh Steelers
Chris Hubbard,/players/H/HubbCh00.htm,T,41,55,0,0,10,32,Pittsburgh Steelers
JuJu Smith-Schuster,/players/S/SmitJu00.htm,WR,38,51,0,0,3,10,Pittsburgh Steelers
Eli Rogers,/players/R/RogeEl00.htm,WR,37,50,0,0,7,23,Pittsburgh Steelers
Xavier Grimble,/players/G/GrimXa00.htm,TE,16,22,0,0,7,23,Pittsburgh Steelers
Roosevelt Nix,/players/N/NixxRo01.htm,FB,11,15,0,0,22,71,Pittsburgh Steelers
James Conner,/players/C/ConnJa00.htm,RB,4,5,0,0,1,3,Pittsburgh Steelers
Darrius Heyward-Bey,/players/H/HeywDa00.htm,WR,2,3,0,0,19,61,Pittsburgh Steelers
Terrell Watson,/players/W/WatsTe00.htm,RB,1,1,0,0,17,55,Pittsburgh Steelers
Sean Davis,/players/D/DaviSe00.htm,SS,0,0,65,100,7,23,Pittsburgh Steelers
Ryan Shazier,/players/S/ShazRy00.htm,LB,0,0,65,100,2,6,Pittsburgh Steelers
Artie Burns,/players/B/BurnAr00.htm,CB,0,0,64,98,7,23,Pittsburgh Steelers
Mike Mitchell,/players/M/MitcMi99.htm,FS,0,0,64,98,3,10,Pittsburgh Steelers
Joe Haden,/players/H/HadeJo99.htm,CB,0,0,64,98,3,10,Pittsburgh Steelers
Bud Dupree,/players/D/DuprAl00.htm,LB,0,0,63,97,2,6,Pittsburgh Steelers
