player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Shaq Mason,/players/M/MasoSh01.htm,G,71,100,0,0,9,32,New England Patriots
Cameron Fleming,/players/F/FlemCa00.htm,T,71,100,0,0,7,25,New England Patriots
Joe Thuney,/players/T/ThunJo00.htm,G,71,100,0,0,7,25,New England Patriots
Nate Solder,/players/S/SoldNa00.htm,T,67,94,0,0,9,32,New England Patriots
David Andrews,/players/A/AndrDa00.htm,C,67,94,0,0,0,0,New England Patriots
Tom Brady,/players/B/BradTo00.htm,QB,67,94,0,0,0,0,New England Patriots
Rob Gronkowski,/players/G/GronRo00.htm,TE,66,93,0,0,0,0,New England Patriots
Brandin Cooks,/players/C/CookBr00.htm,WR,65,92,0,0,0,0,New England Patriots
Dion Lewis,/players/L/LewiDi00.htm,RB,51,72,0,0,4,14,New England Patriots
Dwayne Allen,/players/A/AlleDw00.htm,TE,44,62,0,0,2,7,New England Patriots
Danny Amendola,/players/A/AmenDa00.htm,WR,40,56,0,0,3,11,New England Patriots
Phillip Dorsett,/players/D/DorsPh00.htm,WR,26,37,0,0,0,0,New England Patriots
James Develin,/players/D/DeveJa00.htm,FB,19,27,0,0,12,43,New England Patriots
Mike Gillislee,/players/G/GillMi00.htm,RB,15,21,0,0,0,0,New England Patriots
Jacob Hollister,/players/H/HollJa03.htm,TE,13,18,0,0,16,57,New England Patriots
Kenny Britt,/players/B/BritKe00.htm,WR,9,13,0,0,0,0,New England Patriots
Brandon Bolden,/players/B/BoldBr00.htm,RB,5,7,0,0,9,32,New England Patriots
Ted Karras,/players/K/KarrTe00.htm,C,4,6,0,0,7,25,New England Patriots
LaAdrian Waddle,/players/W/WaddLa01.htm,T,4,6,0,0,7,25,New England Patriots
Brian Hoyer,/players/H/HoyeBr00.htm,QB,4,6,0,0,0,0,New England Patriots
Matt Slater,/players/S/SlatMa00.htm,WR,2,3,0,0,15,54,New England Patriots
Devin McCourty,/players/M/McCoDe99.htm,FS,0,0,69,100,16,57,New England Patriots
Patrick Chung,/players/C/ChunPa99.htm,SS,0,0,69,100,7,25,New England Patriots
Stephon Gilmore,/players/G/GilmSt00.htm,CB,0,0,69,100,0,0,New England Patriots
Malcolm Butler,/players/B/ButlMa01.htm,CB,0,0,69,100,0,0,New England Patriots
Trey Flowers,/players/F/FlowTr00.htm,DE,0,0,61,88,0,0,New England Patriots
Marquis Flowers,/players/F/FlowMa00.htm,LB,0,0,55,80,11,39,New England Patriots
Eric Rowe,/players/R/RoweEr00.htm,CB,0,0,50,72,0,0,New England Patriots
Eric Lee,/players/L/LeexEr00.htm,DE,0,0,48,70,5,18,New England Patriots
Elandon Roberts,/players/R/RobeEl00.htm,LB,0,0,41,59,5,18,New England Patriots
Malcom Brown,/players/B/BrowMa01.htm,DT,0,0,40,58,5,18,New England Patriots
Duron Harmon,/players/H/HarmDu00.htm,FS,0,0,37,54,0,0,New England Patriots
Lawrence Guy,/players/G/GuyxLa00.htm,DE,0,0,36,52,12,43,New England Patriots
Adam Butler,/players/B/ButlAd00.htm,DT,0,0,33,48,3,11,New England Patriots
Jordan Richards,/players/R/RichJo00.htm,SS,0,0,28,41,20,71,New England Patriots
Deatrich Wise Jr.,/players/W/WiseDe00.htm,DE,0,0,28,41,0,0,New England Patriots
Ricky Jean-Francois,/players/J/JeanRi99.htm,DT,0,0,18,26,0,0,New England Patriots
Geneo Grissom,/players/G/GrisGe00.htm,LB,0,0,8,12,17,61,New England Patriots
Johnson Bademosi,/players/B/BadeJo00.htm,CB,0,0,0,0,21,75,New England Patriots
Jonathan Jones,/players/J/JoneJo03.htm,CB,0,0,0,0,17,61,New England Patriots
Brandon King,/players/K/KingBr02.htm,FS,0,0,0,0,16,57,New England Patriots
Stephen Gostkowski,/players/G/GostSt20.htm,K,0,0,0,0,15,54,New England Patriots
Nic Grigsby,/players/G/GrigNi01.htm,LB,0,0,0,0,15,54,New England Patriots
Ryan Allen,/players/A/AlleRy01.htm,P,0,0,0,0,8,29,New England Patriots
Joe Cardona,/players/C/CardJo00.htm,LS,0,0,0,0,8,29,New England Patriots
Vlad Ducasse,/players/D/DucaVl20.htm,G,69,100,0,0,5,18,Buffalo Bills
Richie Incognito,/players/I/IncoRi20.htm,G,69,100,0,0,5,18,Buffalo Bills
Eric Wood,/players/W/WoodEr20.htm,C,69,100,0,0,5,18,Buffalo Bills
Jordan Mills,/players/M/MillJo02.htm,T,69,100,0,0,5,18,Buffalo Bills
Dion Dawkins,/players/D/DawkDi00.htm,T,69,100,0,0,5,18,Buffalo Bills
Tyrod Taylor,/players/T/TaylTy00.htm,QB,69,100,0,0,0,0,Buffalo Bills
Deonte Thompson,/players/T/ThomDe04.htm,WR,60,87,0,0,0,0,Buffalo Bills
Zay Jones,/players/J/JoneZa00.htm,WR,52,75,0,0,0,0,Buffalo Bills
Kelvin Benjamin,/players/B/BenjKe00.htm,WR,52,75,0,0,0,0,Buffalo Bills
Charles Clay,/players/C/ClayCh00.htm,TE,50,72,0,0,0,0,Buffalo Bills
LeSean McCoy,/players/M/McCoLe01.htm,RB,49,71,0,0,0,0,Buffalo Bills
Nick O'Leary,/players/O/OLeaNi00.htm,TE,22,32,0,0,5,18,Buffalo Bills
Brandon Tate,/players/T/TateBr00.htm,WR,19,28,0,0,9,32,Buffalo Bills
Mike Tolbert,/players/T/TolbMi00.htm,FB,15,22,0,0,11,39,Buffalo Bills
Patrick DiMarco,/players/D/DiMaPa00.htm,FB,13,19,0,0,12,43,Buffalo Bills
Travaris Cadet,/players/C/CadeTr00.htm,RB,5,7,0,0,4,14,Buffalo Bills
Khari Lee,/players/L/LeexKh00.htm,TE,5,7,0,0,0,0,Buffalo Bills
Joe Webb,/players/W/WebbJo00.htm,QB,3,4,0,0,16,57,Buffalo Bills
Preston Brown,/players/B/BrowPr00.htm,LB,0,0,71,100,7,25,Buffalo Bills
Jordan Poyer,/players/P/PoyeJo00.htm,FS,0,0,71,100,7,25,Buffalo Bills
TreDavious White,/players/W/WhitTr01.htm,CB,0,0,69,97,7,25,Buffalo Bills
Micah Hyde,/players/H/HydeMi00.htm,SS,0,0,68,96,6,21,Buffalo Bills
Shareece Wright,/players/W/WrigSh00.htm,CB,0,0,60,85,6,21,Buffalo Bills
Leonard Johnson,/players/J/JohnLe03.htm,CB,0,0,51,72,5,18,Buffalo Bills
Matt Milano,/players/M/MilaMa00.htm,LB,0,0,45,63,8,29,Buffalo Bills
Kyle Williams,/players/W/WillKy20.htm,DT,0,0,45,63,7,25,Buffalo Bills
Jerry Hughes,/players/H/HughJe99.htm,DE,0,0,45,63,0,0,Buffalo Bills
Adolphus Washington,/players/W/WashAd00.htm,DT,0,0,45,63,0,0,Buffalo Bills
Ryan Davis,/players/D/DaviRy00.htm,DE,0,0,37,52,7,25,Buffalo Bills
Eddie Yarbrough,/players/Y/YarbEd01.htm,DE,0,0,36,51,0,0,Buffalo Bills
Lorenzo Alexander,/players/A/AlexLo99.htm,LB,0,0,30,42,15,54,Buffalo Bills
Cedric Thornton,/players/T/ThorCe00.htm,DT,0,0,28,39,7,25,Buffalo Bills
Ramon Humber,/players/H/HumbRa00.htm,LB,0,0,26,37,15,54,Buffalo Bills
Nordly Capi,/players/C/CapiNo00.htm,DE,0,0,24,34,1,4,Buffalo Bills
Deandre Coleman,/players/C/ColeDe01.htm,DT,0,0,21,30,7,25,Buffalo Bills
Lafayette Pitts,/players/P/PittLa00.htm,CB,0,0,9,13,17,61,Buffalo Bills
Trae Elston,/players/E/ElstTr01.htm,SS,0,0,2,3,13,46,Buffalo Bills
Shamarko Thomas,/players/T/ThomSh00.htm,SS,0,0,0,0,17,61,Buffalo Bills
Deon Lacey,/players/L/LaceDe00.htm,LB,0,0,0,0,16,57,Buffalo Bills
Tanner Vallejo,/players/V/VallTa00.htm,LB,0,0,0,0,15,54,Buffalo Bills
Ryan Groy,/players/G/GroyRy00.htm,G,0,0,0,0,13,46,Buffalo Bills
Steven Hauschka,/players/H/HausSt00.htm,K,0,0,0,0,9,32,Buffalo Bills
Reid Ferguson,/players/F/FergRe00.htm,LS,0,0,0,0,8,29,Buffalo Bills
Colton Schmidt,/players/S/SchmCo00.htm,P,0,0,0,0,8,29,Buffalo Bills
Seantrel Henderson,/players/H/HendSe00.htm,T,0,0,0,0,5,18,Buffalo Bills
