player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Ryan Jensen,/players/J/JensRy00.htm,C,65,100,0,0,7,23,Baltimore Ravens
Austin Howard,/players/H/HowaAu20.htm,T,65,100,0,0,7,23,Baltimore Ravens
James Hurst,/players/H/HursJa00.htm,G,65,100,0,0,7,23,Baltimore Ravens
Matt Skura,/players/S/SkurMa01.htm,C,65,100,0,0,1,3,Baltimore Ravens
Ronnie Stanley,/players/S/StanRo00.htm,T,61,94,0,0,6,20,Baltimore Ravens
Nick Boyle,/players/B/BoylNi00.htm,TE,55,85,0,0,8,27,Baltimore Ravens
Breshad Perriman,/players/P/PerrBr02.htm,WR,49,75,0,0,0,0,Baltimore Ravens
Jeremy Maclin,/players/M/MaclJe00.htm,WR,37,57,0,0,0,0,Baltimore Ravens
Ryan Mallett,/players/M/MallRy00.htm,QB,36,55,0,0,0,0,Baltimore Ravens
Alex Collins,/players/C/CollAl00.htm,RB,32,49,0,0,2,7,Baltimore Ravens
Ben Watson,/players/W/WatsBe00.htm,TE,32,49,0,0,0,0,Baltimore Ravens
Javorius Allen,/players/A/AlleJa01.htm,RB,31,48,0,0,6,20,Baltimore Ravens
Joe Flacco,/players/F/FlacJo00.htm,QB,29,45,0,0,0,0,Baltimore Ravens
Griff Whalen,/players/W/WhalGr00.htm,WR,25,38,0,0,15,50,Baltimore Ravens
Patrick Ricard,/players/R/RicaPa00.htm,NT,18,28,0,0,1,3,Baltimore Ravens
Chris Moore,/players/M/MoorCh00.htm,WR,17,26,0,0,20,67,Baltimore Ravens
Gavin Escobar,/players/E/EscoGa00.htm,TE,15,23,0,0,0,0,Baltimore Ravens
Luke Bowanko,/players/B/BowaLu00.htm,C,12,18,0,0,7,23,Baltimore Ravens
Bobby Rainey,/players/R/RainBo00.htm,RB,5,8,0,0,14,47,Baltimore Ravens
Vince Mayle,/players/M/MaylVi00.htm,TE,1,2,0,0,10,33,Baltimore Ravens
Tony Jefferson,/players/J/JeffTo00.htm,SS,0,0,66,100,1,3,Baltimore Ravens
Brandon Carr,/players/C/CarrBr99.htm,CB,0,0,66,100,0,0,Baltimore Ravens
Eric Weddle,/players/W/WeddEr99.htm,FS,0,0,66,100,0,0,Baltimore Ravens
C.J. Mosley,/players/M/MoslC.00.htm,LB,0,0,59,89,1,3,Baltimore Ravens
Jimmy Smith,/players/S/SmitJi03.htm,CB,0,0,57,86,0,0,Baltimore Ravens
Terrell Suggs,/players/S/SuggTe99.htm,LB,0,0,55,83,0,0,Baltimore Ravens
Patrick Onwuasor,/players/O/OnwuPa00.htm,LB,0,0,44,67,7,23,Baltimore Ravens
Za'Darius Smith,/players/S/SmitZa00.htm,LB,0,0,43,65,5,17,Baltimore Ravens
Matt Judon,/players/J/JudoMa00.htm,LB,0,0,43,65,2,7,Baltimore Ravens
Brandon Williams,/players/W/WillBr02.htm,DT,0,0,39,59,0,0,Baltimore Ravens
Marlon Humphrey,/players/H/HumpMa00.htm,CB,0,0,37,56,21,70,Baltimore Ravens
Willie Henry,/players/H/HenrWi00.htm,DT,0,0,35,53,1,3,Baltimore Ravens
Lardarius Webb,/players/W/WebbLa99.htm,FS,0,0,28,42,8,27,Baltimore Ravens
Michael Pierce,/players/P/PierMi00.htm,NT,0,0,24,36,0,0,Baltimore Ravens
Carl Davis,/players/D/DaviCa01.htm,NT,0,0,16,24,1,3,Baltimore Ravens
Anthony Levine,/players/L/LeviAn00.htm,SS,0,0,15,23,23,77,Baltimore Ravens
Tyus Bowser,/players/B/BowsTy00.htm,LB,0,0,13,20,22,73,Baltimore Ravens
Kamalei Correa,/players/C/CorrKa00.htm,LB,0,0,7,11,23,77,Baltimore Ravens
Jaylen Hill,/players/H/HillJa01.htm,CB,0,0,7,11,17,57,Baltimore Ravens
Chris Wormley,/players/W/WormCh00.htm,DT,0,0,6,9,8,27,Baltimore Ravens
Steven Johnson,/players/J/JohnSt02.htm,LB,0,0,0,0,22,73,Baltimore Ravens
Justin Tucker,/players/T/TuckJu00.htm,K,0,0,0,0,15,50,Baltimore Ravens
Morgan Cox,/players/C/CoxxMo00.htm,LS,0,0,0,0,12,40,Baltimore Ravens
Sam Koch,/players/K/KochSa20.htm,P,0,0,0,0,12,40,Baltimore Ravens
Chuck Clark,/players/C/ClarCh00.htm,FS,0,0,0,0,11,37,Baltimore Ravens
Jermaine Eluemunor,/players/E/ElueJe00.htm,G,0,0,0,0,7,23,Baltimore Ravens
Jesse Davis,/players/D/DaviJe00.htm,G,66,100,0,0,1,3,Miami Dolphins
Jermon Bushrod,/players/B/BushJe20.htm,G,66,100,0,0,1,3,Miami Dolphins
Ja'Wuan James,/players/J/JameJa01.htm,T,66,100,0,0,1,3,Miami Dolphins
Laremy Tunsil,/players/T/TunsLa00.htm,T,66,100,0,0,1,3,Miami Dolphins
Matt Moore,/players/M/MoorMa01.htm,QB,66,100,0,0,0,0,Miami Dolphins
Mike Pouncey,/players/P/PounMi00.htm,C,66,100,0,0,0,0,Miami Dolphins
Kenny Stills,/players/S/StilKe00.htm,WR,64,97,0,0,0,0,Miami Dolphins
Jarvis Landry,/players/L/LandJa00.htm,WR,59,89,0,0,3,10,Miami Dolphins
Leonte Carroo,/players/C/CarrLe00.htm,WR,50,76,0,0,0,0,Miami Dolphins
Jay Ajayi,/players/A/AjayJa00.htm,RB,46,70,0,0,0,0,Miami Dolphins
Anthony Fasano,/players/F/FasaAn00.htm,TE,36,55,0,0,1,3,Miami Dolphins
Julius Thomas,/players/T/ThomJu00.htm,TE,36,55,0,0,0,0,Miami Dolphins
Jakeem Grant,/players/G/GranJa00.htm,WR,15,23,0,0,12,40,Miami Dolphins
Kenyan Drake,/players/D/DrakKe00.htm,RB,12,18,0,0,21,70,Miami Dolphins
Damien Williams,/players/W/WillDa05.htm,RB,8,12,0,0,16,53,Miami Dolphins
MarQueis Gray,/players/G/GrayMa00.htm,TE,4,6,0,0,17,57,Miami Dolphins
Lawrence Timmons,/players/T/TimmLa99.htm,LB,0,0,65,100,1,3,Miami Dolphins
Kiko Alonso,/players/A/AlonKi00.htm,LB,0,0,65,100,0,0,Miami Dolphins
Reshad Jones,/players/J/JoneRe99.htm,SS,0,0,62,95,0,0,Miami Dolphins
Cordrea Tankersley,/players/T/TankCo00.htm,CB,0,0,60,92,1,3,Miami Dolphins
Xavien Howard,/players/H/HowaXa00.htm,CB,0,0,60,92,1,3,Miami Dolphins
Ndamukong Suh,/players/S/SuhxNd99.htm,DT,0,0,54,83,1,3,Miami Dolphins
Michael Thomas,/players/T/ThomMi02.htm,SS,0,0,49,75,24,80,Miami Dolphins
Charles Harris,/players/H/HarrCh03.htm,DE,0,0,49,75,8,27,Miami Dolphins
Rey Maualuga,/players/M/MauaRe99.htm,LB,0,0,48,74,1,3,Miami Dolphins
Davon Godchaux,/players/G/GodcDa00.htm,DT,0,0,37,57,8,27,Miami Dolphins
William Hayes,/players/H/HayeWi99.htm,DE,0,0,34,52,7,23,Miami Dolphins
Cameron Wake,/players/W/WakeCa00.htm,DE,0,0,34,52,0,0,Miami Dolphins
Jordan Phillips,/players/P/PhilJo01.htm,DT,0,0,24,37,1,3,Miami Dolphins
Terrence Fede,/players/F/FedeTe00.htm,DE,0,0,19,29,27,90,Miami Dolphins
Bobby McCain,/players/M/McCaBo01.htm,CB,0,0,18,28,11,37,Miami Dolphins
Nate Allen,/players/A/AlleNa99.htm,FS,0,0,14,22,1,3,Miami Dolphins
Vincent Taylor,/players/T/TaylVi00.htm,DT,0,0,13,20,12,40,Miami Dolphins
Chase Allen,/players/A/AlleCh02.htm,LB,0,0,5,8,27,90,Miami Dolphins
Jordan Lucas,/players/L/LucaJo00.htm,CB,0,0,3,5,19,63,Miami Dolphins
Torry McTyer,/players/M/McTyTo00.htm,CB,0,0,3,5,5,17,Miami Dolphins
