player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Eric Wood,/players/W/WoodEr20.htm,C,69,100,0,0,6,22,Buffalo Bills
Jordan Mills,/players/M/MillJo02.htm,T,69,100,0,0,6,22,Buffalo Bills
Cordy Glenn,/players/G/GlenCo00.htm,T,69,100,0,0,6,22,Buffalo Bills
Vlad Ducasse,/players/D/DucaVl20.htm,G,69,100,0,0,6,22,Buffalo Bills
Tyrod Taylor,/players/T/TaylTy00.htm,QB,69,100,0,0,0,0,Buffalo Bills
Richie Incognito,/players/I/IncoRi20.htm,G,66,96,0,0,6,22,Buffalo Bills
Zay Jones,/players/J/JoneZa00.htm,WR,55,80,0,0,1,4,Buffalo Bills
Nick O'Leary,/players/O/OLeaNi00.htm,TE,54,78,0,0,1,4,Buffalo Bills
LeSean McCoy,/players/M/McCoLe01.htm,RB,50,72,0,0,0,0,Buffalo Bills
Jordan Matthews,/players/M/MattJo00.htm,WR,48,70,0,0,1,4,Buffalo Bills
Patrick DiMarco,/players/D/DiMaPa00.htm,FB,28,41,0,0,8,30,Buffalo Bills
Deonte Thompson,/players/T/ThomDe04.htm,WR,23,33,0,0,0,0,Buffalo Bills
Andre Holmes,/players/H/HolmAn00.htm,WR,21,30,0,0,16,59,Buffalo Bills
Logan Thomas,/players/T/ThomLo00.htm,TE,21,30,0,0,7,26,Buffalo Bills
Mike Tolbert,/players/T/TolbMi00.htm,FB,19,28,0,0,6,22,Buffalo Bills
Ryan Groy,/players/G/GroyRy00.htm,G,12,17,0,0,8,30,Buffalo Bills
Khari Lee,/players/L/LeexKh00.htm,TE,9,13,0,0,0,0,Buffalo Bills
Brandon Tate,/players/T/TateBr00.htm,WR,5,7,0,0,12,44,Buffalo Bills
Dion Dawkins,/players/D/DawkDi00.htm,T,3,4,0,0,6,22,Buffalo Bills
Micah Hyde,/players/H/HydeMi00.htm,SS,0,0,65,100,4,15,Buffalo Bills
Preston Brown,/players/B/BrowPr00.htm,LB,0,0,65,100,3,11,Buffalo Bills
Shareece Wright,/players/W/WrigSh00.htm,CB,0,0,64,98,3,11,Buffalo Bills
TreDavious White,/players/W/WhitTr01.htm,CB,0,0,64,98,3,11,Buffalo Bills
Trae Elston,/players/E/ElstTr01.htm,SS,0,0,64,98,1,4,Buffalo Bills
Leonard Johnson,/players/J/JohnLe03.htm,CB,0,0,59,91,4,15,Buffalo Bills
Matt Milano,/players/M/MilaMa00.htm,LB,0,0,52,80,6,22,Buffalo Bills
Kyle Williams,/players/W/WillKy20.htm,DT,0,0,47,72,3,11,Buffalo Bills
Jerry Hughes,/players/H/HughJe99.htm,DE,0,0,42,65,1,4,Buffalo Bills
Adolphus Washington,/players/W/WashAd00.htm,DT,0,0,38,58,3,11,Buffalo Bills
Shaq Lawson,/players/L/LawsSh00.htm,DE,0,0,38,58,0,0,Buffalo Bills
Lorenzo Alexander,/players/A/AlexLo99.htm,LB,0,0,36,55,16,59,Buffalo Bills
Ryan Davis,/players/D/DaviRy00.htm,DE,0,0,28,43,5,19,Buffalo Bills
Cedric Thornton,/players/T/ThorCe00.htm,DT,0,0,23,35,2,7,Buffalo Bills
