player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Ryan Schraeder,/players/S/SchrRy00.htm,T,53,100,0,0,4,17,Atlanta Falcons
Alex Mack,/players/M/MackAl20.htm,C,53,100,0,0,4,17,Atlanta Falcons
Wes Schweitzer,/players/S/SchwWe00.htm,G,53,100,0,0,4,17,Atlanta Falcons
Jake Matthews,/players/M/MattJa00.htm,T,53,100,0,0,4,17,Atlanta Falcons
Matt Ryan,/players/R/RyanMa00.htm,QB,53,100,0,0,0,0,Atlanta Falcons
Mohamed Sanu,/players/S/SanuMo00.htm,WR,46,87,0,0,0,0,Atlanta Falcons
Ben Garland,/players/G/GarlBe00.htm,G,43,81,0,0,7,30,Atlanta Falcons
Julio Jones,/players/J/JoneJu02.htm,WR,42,79,0,0,0,0,Atlanta Falcons
Devonta Freeman,/players/F/FreeDe00.htm,RB,39,74,0,0,0,0,Atlanta Falcons
Austin Hooper,/players/H/HoopAu00.htm,TE,34,64,0,0,4,17,Atlanta Falcons
Taylor Gabriel,/players/G/GabrTa00.htm,WR,28,53,0,0,0,0,Atlanta Falcons
Levine Toilolo,/players/T/ToilLe00.htm,TE,24,45,0,0,9,39,Atlanta Falcons
Tevin Coleman,/players/C/ColeTe01.htm,RB,20,38,0,0,0,0,Atlanta Falcons
Derrick Coleman,/players/C/ColeDe00.htm,FB,12,23,0,0,16,70,Atlanta Falcons
Justin Hardy,/players/H/HardJu00.htm,WR,11,21,0,0,7,30,Atlanta Falcons
Andy Levitre,/players/L/LeviAn20.htm,G,10,19,0,0,0,0,Atlanta Falcons
Marvin Hall,/players/H/HallMa02.htm,WR,7,13,0,0,9,39,Atlanta Falcons
Eric Saubert,/players/S/SaubEr00.htm,TE,2,4,0,0,12,52,Atlanta Falcons
Keanu Neal,/players/N/NealKe01.htm,FS,0,0,66,100,5,22,Atlanta Falcons
Robert Alford,/players/A/AlfoRo00.htm,CB,0,0,65,98,6,26,Atlanta Falcons
Deion Jones,/players/J/JoneDe01.htm,LB,0,0,62,94,3,13,Atlanta Falcons
De'Vondre Campbell,/players/C/CampDe00.htm,LB,0,0,62,94,1,4,Atlanta Falcons
Ricardo Allen,/players/A/AlleRi00.htm,SS,0,0,61,92,1,4,Atlanta Falcons
Blidi Wreh-Wilson,/players/W/WrehBl00.htm,CB,0,0,57,86,1,4,Atlanta Falcons
Dontari Poe,/players/P/PoexDo00.htm,DT,0,0,50,76,3,13,Atlanta Falcons
Grady Jarrett,/players/J/JarrGr00.htm,DT,0,0,49,74,3,13,Atlanta Falcons
Vic Beasley,/players/B/BeasVi00.htm,LB,0,0,49,74,1,4,Atlanta Falcons
Damontae Kazee,/players/K/KazeDa00.htm,SS,0,0,37,56,13,57,Atlanta Falcons
Adrian Clayborn,/players/C/ClayAd00.htm,DE,0,0,31,47,1,4,Atlanta Falcons
Derrick Shelby,/players/S/ShelDe00.htm,DE,0,0,30,45,2,9,Atlanta Falcons
Brooks Reed,/players/R/ReedBr00.htm,DE,0,0,25,38,7,30,Atlanta Falcons
Ahtyba Rubin,/players/R/RubiAh99.htm,DT,0,0,24,36,0,0,Atlanta Falcons
Courtney Upshaw,/players/U/UpshCo00.htm,DE,0,0,24,36,0,0,Atlanta Falcons
Takkarist McKinley,/players/M/McKiTa00.htm,DE,0,0,21,32,0,0,Atlanta Falcons
Kemal Ishmael,/players/I/IshmKe00.htm,FS,0,0,4,6,18,78,Atlanta Falcons
LaRoy Reynolds,/players/R/ReynLa00.htm,LB,0,0,4,6,16,70,Atlanta Falcons
C.J. Goodwin,/players/G/GoodC.00.htm,CB,0,0,2,3,16,70,Atlanta Falcons
Duke Riley,/players/R/RileDu00.htm,LB,0,0,2,3,13,57,Atlanta Falcons
Sharrod Neasman,/players/N/NeasSh00.htm,SS,0,0,0,0,13,57,Atlanta Falcons
Matthew Bosher,/players/B/BoshMa00.htm,P,0,0,0,0,13,57,Atlanta Falcons
Terron Ward,/players/W/WardTe00.htm,RB,0,0,0,0,12,52,Atlanta Falcons
Josh Harris,/players/H/HarrJo02.htm,LS,0,0,0,0,9,39,Atlanta Falcons
Andre Roberts,/players/R/RobeAn00.htm,WR,0,0,0,0,8,35,Atlanta Falcons
Ty Sambrailo,/players/S/SambTy00.htm,T,0,0,0,0,4,17,Atlanta Falcons
Matt Bryant,/players/B/bryanmat01.htm,K,0,0,0,0,4,17,Atlanta Falcons
Riley Reiff,/players/R/ReifRi00.htm,T,66,100,0,0,2,9,Minnesota Vikings
Joe Berger,/players/B/BergJo20.htm,G,66,100,0,0,2,9,Minnesota Vikings
Nick Easton,/players/E/EastNi00.htm,G,66,100,0,0,2,9,Minnesota Vikings
Pat Elflein,/players/E/ElflPa00.htm,C,66,100,0,0,2,9,Minnesota Vikings
Case Keenum,/players/K/KeenCa00.htm,QB,66,100,0,0,0,0,Minnesota Vikings
Rashod Hill,/players/H/HillRa01.htm,T,66,100,0,0,0,0,Minnesota Vikings
