player_name,player_link,pos,off__num,off__pct,def__num,def__pct,st__num,st__pct,team_name
Donovan Smith,/players/S/SmitDo02.htm,T,67,100,0,0,1,4,Tampa Bay Buccaneers
J.R. Sweezy,/players/S/SweeJ.00.htm,G,67,100,0,0,1,4,Tampa Bay Buccaneers
Jameis Winston,/players/W/WinsJa00.htm,QB,67,100,0,0,0,0,Tampa Bay Buccaneers
Ali Marpet,/players/M/MarpAl00.htm,C,67,100,0,0,0,0,Tampa Bay Buccaneers
Demar Dotson,/players/D/DotsDe00.htm,T,66,99,0,0,1,4,Tampa Bay Buccaneers
Mike Evans,/players/E/EvanMi00.htm,WR,62,93,0,0,0,0,Tampa Bay Buccaneers
DeSean Jackson,/players/J/JackDe00.htm,WR,50,75,0,0,0,0,Tampa Bay Buccaneers
Kevin Pamphile,/players/P/PampKe00.htm,G,44,66,0,0,1,4,Tampa Bay Buccaneers
Cameron Brate,/players/B/BratCa00.htm,TE,40,60,0,0,0,0,Tampa Bay Buccaneers
O.J. Howard,/players/H/HowaO.00.htm,TE,39,58,0,0,1,4,Tampa Bay Buccaneers
Adam Humphries,/players/H/HumpAd00.htm,WR,39,58,0,0,0,0,Tampa Bay Buccaneers
Doug Martin,/players/M/MartDo00.htm,RB,39,58,0,0,0,0,Tampa Bay Buccaneers
Evan Dietrich-Smith,/players/D/DietEv00.htm,G,23,34,0,0,1,4,Tampa Bay Buccaneers
Charles Sims,/players/S/SimsCh00.htm,RB,19,28,0,0,0,0,Tampa Bay Buccaneers
Luke Stocker,/players/S/StocLu00.htm,TE,17,25,0,0,5,22,Tampa Bay Buccaneers
Chris Godwin,/players/G/GodwCh00.htm,WR,14,21,0,0,19,83,Tampa Bay Buccaneers
Jacquizz Rodgers,/players/R/RodgJa00.htm,RB,6,9,0,0,17,74,Tampa Bay Buccaneers
Caleb Benenoch,/players/B/BeneCa00.htm,T,5,7,0,0,1,4,Tampa Bay Buccaneers
Peyton Barber,/players/B/BarbPe01.htm,RB,3,4,0,0,19,83,Tampa Bay Buccaneers
Bernard Reedy,/players/R/ReedBe01.htm,WR,3,4,0,0,11,48,Tampa Bay Buccaneers
Lavonte David,/players/D/DaviLa00.htm,LB,0,0,65,100,3,13,Tampa Bay Buccaneers
Justin Evans,/players/E/EvanJu00.htm,SS,0,0,65,100,3,13,Tampa Bay Buccaneers
Kwon Alexander,/players/A/AlexKw00.htm,LB,0,0,65,100,3,13,Tampa Bay Buccaneers
Vernon Hargreaves,/players/H/HargVe00.htm,CB,0,0,63,97,3,13,Tampa Bay Buccaneers
Ryan Smith,/players/S/SmitRy00.htm,CB,0,0,63,97,3,13,Tampa Bay Buccaneers
Gerald McCoy,/players/M/McCoGe99.htm,DT,0,0,59,91,3,13,Tampa Bay Buccaneers
Robert Ayers,/players/A/AyerRo99.htm,DE,0,0,51,78,3,13,Tampa Bay Buccaneers
Chris Conte,/players/C/ContCh00.htm,SS,0,0,38,58,3,13,Tampa Bay Buccaneers
Javien Elliott,/players/E/ElliJa01.htm,CB,0,0,37,57,9,39,Tampa Bay Buccaneers
Ryan Russell,/players/R/RussRy00.htm,DE,0,0,35,54,4,17,Tampa Bay Buccaneers
Chris Baker,/players/B/BakeCh99.htm,DT,0,0,35,54,0,0,Tampa Bay Buccaneers
Kendell Beckwith,/players/B/BeckKe00.htm,LB,0,0,34,52,5,22,Tampa Bay Buccaneers
