player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
C.J. Anderson,/players/A/AndeC.00.htm,5,3,40,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devontae Booker,/players/B/BookDe00.htm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Charles,/players/C/CharJa00.htm,2,2,20,0,1,1,-4,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Bennie Fowler,/players/F/FowlBe00.htm,1,0,0,0,0,0,0,0,0,0,0,0,2,1,23,0,1,0,0,0,0,0,0,0
Virgil Green,/players/G/GreeVi00.htm,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Latimer,/players/L/LatiCo00.htm,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Sanders,/players/S/SandEm00.htm,0,0,0,0,2,1,6,0,4,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0
Demaryius Thomas,/players/T/ThomDe03.htm,5,2,27,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Austin Traylor,/players/T/TrayAu00.htm,0,0,0,0,1,1,10,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenyan Drake,/players/D/DrakKe00.htm,3,2,8,0,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Fasano,/players/F/FasaAn00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,0,0,0,0,0,0,0,0,0
Jarvis Landry,/players/L/LandJa00.htm,1,1,11,0,2,1,12,0,2,2,14,0,0,0,0,0,0,0,0,0,1,1,25,0
DeVante Parker,/players/P/ParkDe01.htm,0,0,0,0,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kenny Stills,/players/S/StilKe00.htm,1,0,0,0,3,1,11,0,1,0,0,0,7,4,87,1,0,0,0,0,1,0,0,0
Julius Thomas,/players/T/ThomJu00.htm,2,2,11,0,0,0,0,0,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0
