player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Brenton Bersin,/players/B/BersBr00.htm,1,1,9,0,1,0,0,0,1,0,0,0,1,1,27,0,0,0,0,0,0,0,0,0
Kaelin Clay,/players/C/ClayKa00.htm,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Dickson,/players/D/DickEd00.htm,0,0,0,0,2,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Funchess,/players/F/FuncDe00.htm,2,1,4,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,44,0
Christian McCaffrey,/players/M/McCaCh01.htm,4,3,32,0,1,1,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Olsen,/players/O/OlseGr00.htm,4,1,10,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Fozzy Whittaker,/players/W/WhitFo00.htm,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tevin Coleman,/players/C/ColeTe01.htm,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devonta Freeman,/players/F/FreeDe00.htm,3,2,16,1,3,3,20,0,5,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Gabriel,/players/G/GabrTa00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hardy,/players/H/HardJu00.htm,0,0,0,0,1,1,15,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Hooper,/players/H/HoopAu00.htm,0,0,0,0,2,2,26,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Jones,/players/J/JoneJu02.htm,4,3,55,0,2,1,13,0,2,1,12,0,3,0,0,0,0,0,0,0,0,0,0,0
Mohamed Sanu,/players/S/SanuMo00.htm,6,6,55,0,1,0,0,0,3,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0
