player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Brenton Bersin,/players/B/BersBr00.htm,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0
Damiere Byrd,/players/B/ByrdDa00.htm,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaelin Clay,/players/C/ClayKa00.htm,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Dickson,/players/D/DickEd00.htm,1,1,12,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Funchess,/players/F/FuncDe00.htm,1,0,0,0,1,1,20,0,4,3,40,1,0,0,0,0,0,0,0,0,1,0,0,0
Chris Manhertz,/players/M/ManhCh00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,/players/M/McCaCh01.htm,3,2,19,1,2,2,6,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Shepard,/players/S/ShepRu00.htm,2,1,4,0,0,0,0,0,2,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0
Jonathan Stewart,/players/S/StewJo00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaq Thompson,/players/T/ThomSh01.htm,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Coleman,/players/C/ColeBr00.htm,1,1,13,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Ginn,/players/G/GinnTe00.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,1,21,0,1,0,0,0
Josh Hill,/players/H/HillJo02.htm,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Hoomanawanui,/players/H/HoomMi00.htm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Ingram,/players/I/IngrMa01.htm,2,2,11,0,2,2,13,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Kamara,/players/K/KamaAl00.htm,2,2,17,0,1,1,17,0,3,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommylee Lewis,/players/L/LewiTo00.htm,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Snead,/players/S/SneaWi00.htm,1,1,5,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,0,0,0
Michael Thomas,/players/T/ThomMi05.htm,2,1,3,0,0,0,0,0,4,2,13,1,3,2,54,0,0,0,0,0,0,0,0,0
