player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Blake Bell,/players/B/BellBl00.htm,1,1,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefon Diggs,/players/D/DiggSt00.htm,2,2,15,0,0,0,0,0,7,4,49,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Floyd,/players/F/FloyMi00.htm,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Ham,/players/H/HamxC.00.htm,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerick McKinnon,/players/M/McKiJe00.htm,1,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Latavius Murray,/players/M/MurrLa00.htm,1,1,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Rudolph,/players/R/RudoKy00.htm,1,0,0,0,0,0,0,0,2,2,23,0,2,1,18,0,0,0,0,0,0,0,0,0
Adam Thielen,/players/T/ThieAd00.htm,7,6,105,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Laquon Treadwell,/players/T/TreaLa00.htm,2,1,8,0,0,0,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarius Wright,/players/W/WrigJa02.htm,1,1,5,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenton Bersin,/players/B/BersBr00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0
Damiere Byrd,/players/B/ByrdDa00.htm,2,2,7,0,0,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaelin Clay,/players/C/ClayKa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ed Dickson,/players/D/DickEd00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devin Funchess,/players/F/FuncDe00.htm,0,0,0,0,1,0,0,0,1,0,0,0,3,1,22,0,1,1,19,0,1,1,18,0
Chris Manhertz,/players/M/ManhCh00.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,/players/M/McCaCh01.htm,2,2,20,0,1,0,0,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Olsen,/players/O/OlseGr00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Russell Shepard,/players/S/ShepRu00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Stewart,/players/S/StewJo00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fozzy Whittaker,/players/W/WhitFo00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
