player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Le'Veon Bell,/players/B/BellLe00.htm,6,4,18,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martavis Bryant,/players/B/BryaMa00.htm,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,36,0
Justin Hunter,/players/H/HuntJu00.htm,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse James,/players/J/JameJe00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vance McDonald,/players/M/McDoVa00.htm,2,1,20,0,1,1,14,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Rogers,/players/R/RogeEl00.htm,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JuJu Smith-Schuster,/players/S/SmitJu00.htm,3,3,56,0,2,1,-2,0,1,1,3,0,0,0,0,0,1,1,18,1,0,0,0,0
Stephen Anderson,/players/A/AndeSt01.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Fuller,/players/F/FullWi01.htm,2,1,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Hopkins,/players/H/HopkDe00.htm,3,2,41,1,0,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,1,0,0,0
Ryan Malleck,/players/M/MallRy02.htm,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Braxton Miller,/players/M/MillBr03.htm,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar Miller,/players/M/MillLa01.htm,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
