player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Cole Beasley,/players/B/BeasCo00.htm,2,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Noah Brown,/players/B/BrowNo00.htm,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dez Bryant,/players/B/BryaDe01.htm,1,1,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,40,0
James Hanna,/players/H/HannJa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,0,0
Alfred Morris,/players/M/MorrAl00.htm,1,1,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Smith,/players/S/SmitKe03.htm,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Smith,/players/S/SmitRo06.htm,2,2,15,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Williams,/players/W/WillTe01.htm,1,1,6,0,2,1,8,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0
Jason Witten,/players/W/WittJa00.htm,2,2,20,0,0,0,0,0,1,1,9,0,1,0,0,0,0,0,0,0,1,1,18,0
Jared Cook,/players/C/CookJa02.htm,1,0,0,0,2,1,13,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Crabtree,/players/C/CrabMi00.htm,4,2,5,0,2,0,0,0,7,5,34,2,2,0,0,0,1,0,0,0,1,0,0,0
Marshawn Lynch,/players/L/LyncMa00.htm,0,0,0,0,1,1,2,0,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordarrelle Patterson,/players/P/PattCo00.htm,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Richard,/players/R/RichJa01.htm,1,1,10,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Roberts,/players/R/RobeSe00.htm,3,1,5,0,0,0,0,0,0,0,0,0,1,1,28,0,1,1,19,0,0,0,0,0
Lee Smith,/players/S/SmitLe00.htm,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Washington,/players/W/WashDe00.htm,1,1,6,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
