player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Geronimo Allison,/players/A/AlliGe01.htm,1,1,6,0,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Byrd,/players/B/ByrdEm00.htm,2,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Clark,/players/C/ClarMi00.htm,3,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Randall Cobb,/players/C/CobbRa00.htm,3,1,12,0,1,1,17,1,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Davis,/players/D/DaviTr03.htm,1,1,21,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,29,0
Brett Hundley,/players/H/HundBr00.htm,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Janis,/players/J/JaniJe00.htm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Devante Mays,/players/M/MaysDe00.htm,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Williams,/players/W/WillJa06.htm,3,2,4,0,1,0,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Ameer Abdullah,/players/A/AbduAm00.htm,1,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Ebron,/players/E/EbroEr00.htm,1,1,9,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Darren Fells,/players/F/FellDa01.htm,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Golladay,/players/G/GollKe00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,54,1,1,1,26,0
Tion Green,/players/G/GreeTi00.htm,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Jones,/players/J/JoneMa02.htm,2,2,11,1,1,0,0,0,1,1,14,0,0,0,0,0,1,1,56,0,0,0,0,0
Theo Riddick,/players/R/RiddTh00.htm,1,1,9,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Tate,/players/T/TateGo00.htm,2,2,14,0,3,3,19,0,1,1,0,0,1,1,71,1,0,0,0,0,0,0,0,0
