player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Corey Coleman,/players/C/ColeCo00.htm,0,0,0,0,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Crowell,/players/C/CrowIs00.htm,0,0,0,0,0,0,0,0,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,2,2,9,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
Josh Gordon,/players/G/GordJo02.htm,0,0,0,0,2,1,8,0,2,1,11,0,1,0,0,0,0,0,0,0,3,0,0,0
Rashard Higgins,/players/H/HiggRa00.htm,2,1,17,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,0,0,0,0,2,2,19,0,5,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Louis,/players/L/LouiRi00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,0,0,0,0,0,0,0,0
David Njoku,/players/N/NjokDa00.htm,1,1,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Bellamy,/players/B/BellJo02.htm,0,0,0,0,0,0,0,0,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Brown,/players/B/BrowDa04.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,/players/B/BurtMi00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarik Cohen,/players/C/CoheTa00.htm,1,1,-1,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benny Cunningham,/players/C/CunnBe01.htm,0,0,0,0,0,0,0,0,2,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0
Dontrelle Inman,/players/I/InmaDo00.htm,2,1,13,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Dion Sims,/players/S/SimsDi00.htm,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0
Kendall Wright,/players/W/WrigKe01.htm,1,1,11,0,2,2,16,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
