player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Javorius Allen,/players/A/AlleJa01.htm,0,0,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Boyle,/players/B/BoylNi00.htm,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Campanaro,/players/C/CampMi02.htm,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Collins,/players/C/CollAl00.htm,0,0,0,0,3,2,13,0,5,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Maclin,/players/M/MaclJe00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0
Chris Moore,/players/M/MoorCh00.htm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Breshad Perriman,/players/P/PerrBr02.htm,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Wallace,/players/W/WallMi00.htm,4,3,29,0,1,0,0,0,2,1,9,0,2,1,30,0,0,0,0,0,1,1,21,0
Ben Watson,/players/W/WatsBe00.htm,2,2,32,0,1,1,9,0,0,0,0,0,1,1,33,1,0,0,0,0,0,0,0,0
Maxx Williams,/players/W/WillMa04.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Danny Woodhead,/players/W/WoodDa02.htm,5,4,16,0,1,1,6,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammie Coates,/players/C/CoatSa00.htm,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Coleman,/players/C/ColeCo00.htm,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,16,0
Isaiah Crowell,/players/C/CrowIs00.htm,2,2,-11,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,2,0,0,0,0,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Gordon,/players/G/GordJo02.htm,3,3,28,0,1,0,0,0,4,2,19,0,0,0,0,0,0,0,0,0,2,0,0,0
Rashard Higgins,/players/H/HiggRa00.htm,1,1,5,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,4,3,16,0,1,1,15,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Louis,/players/L/LouiRi00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
David Njoku,/players/N/NjokDa00.htm,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
