player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Eric Decker,/players/D/DeckEr00.htm,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Derrick Henry,/players/H/HenrDe00.htm,2,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rishard Matthews,/players/M/MattRi00.htm,1,0,0,0,1,1,18,0,3,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0
DeMarco Murray,/players/M/MurrDe00.htm,2,1,6,0,0,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonnu Smith,/players/S/SmitJo01.htm,0,0,0,0,1,1,14,0,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0
Taywan Taylor,/players/T/TaylTa00.htm,1,0,0,0,1,1,5,0,0,0,0,0,1,1,17,0,0,0,0,0,1,1,23,0
Delanie Walker,/players/W/WalkHu00.htm,3,3,25,0,3,3,22,0,2,1,16,0,0,0,0,0,1,0,0,0,1,0,0,0
Eric Weems,/players/W/WeemEr00.htm,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Britt,/players/B/BritKe00.htm,1,1,2,0,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0
Isaiah Crowell,/players/C/CrowIs00.htm,1,1,8,0,2,1,15,0,3,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,2,1,17,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashard Higgins,/players/H/HiggRa00.htm,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,4,3,30,0,1,1,14,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricardo Louis,/players/L/LouiRi00.htm,1,1,3,0,0,0,0,0,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0
David Njoku,/players/N/NjokDa00.htm,0,0,0,0,0,0,0,0,2,0,0,0,1,1,27,0,1,0,0,0,1,1,31,0
Bryce Treggs,/players/T/TregBr00.htm,0,0,0,0,0,0,0,0,1,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0
Dan Vitale,/players/V/VitaDa00.htm,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Williams,/players/W/WillKa02.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
