player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Danny Amendola,/players/A/AmenDa00.htm,2,1,17,0,1,1,13,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandin Cooks,/players/C/CookBr00.htm,4,1,3,0,0,0,0,0,2,2,13,0,2,2,58,0,1,1,19,0,0,0,0,0
Phillip Dorsett,/players/D/DorsPh00.htm,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rob Gronkowski,/players/G/GronRo00.htm,3,1,2,1,1,1,14,0,4,3,42,1,0,0,0,0,0,0,0,0,2,1,25,0
Chris Hogan,/players/H/HogaCh00.htm,0,0,0,0,2,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
James White,/players/W/WhitJa02.htm,3,2,18,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0
Robby Anderson,/players/A/AndeRo04.htm,3,0,0,0,0,0,0,0,5,2,21,0,0,0,0,0,1,1,32,0,3,1,23,0
Travaris Cadet,/players/C/CadeTr00.htm,2,2,20,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Forte,/players/F/FortMa00.htm,3,3,18,0,2,2,23,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Kearse,/players/K/KearJe01.htm,2,2,25,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,0
Jeremy Kerley,/players/K/KerlJe00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,1,0,0,0,0,2,1,30,0
Austin Seferian-Jenkins,/players/S/SefeAu00.htm,3,3,21,0,0,0,0,0,7,5,25,1,1,0,0,0,0,0,0,0,0,0,0,0
ArDarius Stewart,/players/S/StewAr00.htm,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Thomas,/players/T/ThomLa04.htm,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Tomlinson,/players/T/TomlEr01.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
