player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kendrick Bourne,/players/B/BourKe00.htm,1,0,0,0,3,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Matt Breida,/players/B/BreiMa00.htm,1,0,0,0,0,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Celek,/players/C/CeleGa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,0,0,0,0,0,0,0,0,0
Marquise Goodwin,/players/G/GoodMa00.htm,0,0,0,0,0,0,0,0,1,1,8,1,1,0,0,0,2,1,20,0,0,0,0,0
Carlos Hyde,/players/H/HydeCa00.htm,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Juszczyk,/players/J/JuszKy00.htm,1,1,14,0,1,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
George Kittle,/players/K/KittGe00.htm,1,1,4,0,4,2,61,0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Murphy,/players/M/MurpLo00.htm,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aldrick Robinson,/players/R/RobiAl00.htm,2,0,0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Taylor,/players/T/TaylTr02.htm,0,0,0,0,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Austin,/players/A/AustTa00.htm,0,0,0,0,1,1,9,0,2,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0
Malcolm Brown,/players/B/BrowMa03.htm,1,0,0,0,2,2,9,0,2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Carrier,/players/C/CarrDe00.htm,0,0,0,0,1,1,7,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharoh Cooper,/players/C/CoopPh00.htm,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,2,1,26,0,0,0,0,0
Lance Dunbar,/players/D/DunbLa00.htm,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Everett,/players/E/EverGe00.htm,1,1,6,0,1,0,0,0,2,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0
Josh Reynolds,/players/R/ReynJo00.htm,3,2,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Thomas,/players/T/ThomMi04.htm,2,2,25,0,0,0,0,0,1,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0
