player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Jay Ajayi,/players/A/AjayJa00.htm,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonte Carroo,/players/C/CarrLe00.htm,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jakeem Grant,/players/G/GranJa00.htm,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarvis Landry,/players/L/LandJa00.htm,4,2,18,1,6,4,34,0,3,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0
Kenny Stills,/players/S/StilKe00.htm,3,3,31,1,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Julius Thomas,/players/T/ThomJu00.htm,2,2,17,0,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0
Damien Williams,/players/W/WillDa05.htm,2,2,11,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tevin Coleman,/players/C/ColeTe01.htm,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devonta Freeman,/players/F/FreeDe00.htm,2,1,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Gabriel,/players/G/GabrTa00.htm,2,1,9,0,1,1,13,0,3,2,17,0,1,0,0,0,0,0,0,0,1,0,0,0
Marvin Hall,/players/H/HallMa02.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,40,1,0,0,0,0
Justin Hardy,/players/H/HardJu00.htm,0,0,0,0,1,1,22,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Hooper,/players/H/HoopAu00.htm,2,2,15,0,2,2,21,0,3,3,12,0,1,0,0,0,1,0,0,0,0,0,0,0
Julio Jones,/players/J/JoneJu02.htm,1,1,1,0,2,1,16,0,3,3,37,0,1,1,18,0,0,0,0,0,0,0,0,0
