player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kenny Britt,/players/B/BritKe00.htm,2,1,5,0,0,0,0,0,4,1,11,1,2,1,38,0,1,0,0,0,1,0,0,0
Isaiah Crowell,/players/C/CrowIs00.htm,2,1,2,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,0,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,0,2,1,20,0
Rashard Higgins,/players/H/HiggRa00.htm,0,0,0,0,1,0,0,0,4,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,1,1,8,0,3,3,54,0,3,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Leslie,/players/L/LeslJo00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0
Ricardo Louis,/players/L/LouiRi00.htm,3,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
David Njoku,/players/N/NjokDa00.htm,2,2,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Randall Telfer,/players/T/TelfRa00.htm,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Williams,/players/W/WillKa02.htm,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Zeitler,/players/Z/ZeitKe00.htm,0,0,0,0,1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamar Aiken,/players/A/AikeKa00.htm,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quan Bray,/players/B/BrayQu00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0
Darrell Daniels,/players/D/DaniDa02.htm,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Doyle,/players/D/DoylJa00.htm,3,2,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Gore,/players/G/GoreFr00.htm,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Y. Hilton,/players/H/HiltT.00.htm,5,4,59,0,0,0,0,0,3,2,69,1,0,0,0,0,0,0,0,0,1,1,25,0
Donte Moncrief,/players/M/MoncDo00.htm,0,0,0,0,0,0,0,0,1,1,10,0,1,1,34,0,0,0,0,0,1,0,0,0
Robert Turbin,/players/T/TurbRo00.htm,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,/players/W/WillBr04.htm,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
