player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Tevin Coleman,/players/C/ColeTe01.htm,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devonta Freeman,/players/F/FreeDe00.htm,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Gabriel,/players/G/GabrTa00.htm,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Hooper,/players/H/HoopAu00.htm,1,1,1,1,1,0,0,0,2,1,6,0,1,1,21,0,1,1,19,0,0,0,0,0
Julio Jones,/players/J/JoneJu02.htm,0,0,0,0,0,0,0,0,3,1,5,0,1,0,0,0,2,2,69,0,0,0,0,0
Mohamed Sanu,/players/S/SanuMo00.htm,1,1,8,1,2,2,23,0,3,2,20,0,1,1,23,0,0,0,0,0,0,0,0,0
Levine Toilolo,/players/T/ToilLe00.htm,0,0,0,0,0,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Robby Anderson,/players/A/AndeRo04.htm,2,2,33,0,0,0,0,0,2,2,15,0,1,1,32,0,0,0,0,0,1,1,24,1
Matt Forte,/players/F/FortMa00.htm,3,3,12,0,1,1,12,0,2,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0
Jermaine Kearse,/players/K/KearJe01.htm,3,1,7,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0
Jeremy Kerley,/players/K/KerlJe00.htm,1,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilal Powell,/players/P/PoweBi00.htm,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Seferian-Jenkins,/players/S/SefeAu00.htm,0,0,0,0,3,3,20,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Thomas,/players/T/ThomLa04.htm,1,1,3,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Tomlinson,/players/T/TomlEr01.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,1
