player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Matt Breida,/players/B/BreiMa00.htm,2,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Garcon,/players/G/GarcPi00.htm,1,1,6,0,1,1,11,0,5,1,3,0,1,1,16,0,0,0,0,0,0,0,0,0
Marquise Goodwin,/players/G/GoodMa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,1,0,0,0,0,0,0,0
Carlos Hyde,/players/H/HydeCa00.htm,2,2,9,0,1,1,7,0,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Juszczyk,/players/J/JuszKy00.htm,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
George Kittle,/players/K/KittGe00.htm,1,0,0,0,0,0,0,0,2,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Paulsen,/players/P/PaulLo00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aldrick Robinson,/players/R/RobiAl00.htm,5,1,16,0,1,0,0,0,2,1,12,0,2,1,24,0,1,0,0,0,1,0,0,0
Trent Taylor,/players/T/TaylTr02.htm,3,2,12,0,3,1,12,0,2,2,23,0,1,0,0,0,0,0,0,0,1,0,0,0
Jaron Brown,/players/B/BrowJa03.htm,5,3,24,0,0,0,0,0,2,2,13,0,3,2,49,0,0,0,0,0,2,1,19,0
John Brown,/players/B/BrowJo02.htm,2,1,13,0,2,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,18,0
Andre Ellington,/players/E/ElliAn00.htm,6,4,37,0,6,3,31,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,/players/F/FitzLa00.htm,4,2,8,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,1,1,19,1
Jermaine Gresham,/players/G/GresJe00.htm,0,0,0,0,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Johnson,/players/J/JohnCh04.htm,2,2,16,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJ Nelson,/players/N/NelsJJ00.htm,0,0,0,0,0,0,0,0,3,2,17,0,1,1,17,0,0,0,0,0,0,0,0,0
Kerwynn Williams,/players/W/WillKe05.htm,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
