player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Tavon Austin,/players/A/AustTa00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Carrier,/players/C/CarrDe00.htm,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharoh Cooper,/players/C/CoopPh00.htm,0,0,0,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Everett,/players/E/EverGe00.htm,1,0,0,0,0,0,0,0,2,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0
Todd Gurley,/players/G/GurlTo01.htm,4,4,72,0,2,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Higbee,/players/H/HigbTy00.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper Kupp,/players/K/KuppCo00.htm,0,0,0,0,1,1,5,0,2,2,18,0,2,1,25,0,0,0,0,0,1,1,20,0
Josh Reynolds,/players/R/ReynJo00.htm,2,1,3,0,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Watkins,/players/W/WatkSa00.htm,0,0,0,0,1,1,13,0,2,2,25,1,1,0,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,/players/F/FitzLa00.htm,3,3,20,0,1,1,8,0,5,5,50,1,0,0,0,0,0,0,0,0,1,1,20,0
D.J. Foster,/players/F/FostD.01.htm,1,0,0,0,2,1,4,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Gresham,/players/G/GresJe00.htm,1,1,4,0,1,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JJ Nelson,/players/N/NelsJJ00.htm,3,1,16,0,0,0,0,0,0,0,0,0,3,1,26,0,1,0,0,0,1,0,0,0
Ricky Seals-Jones,/players/S/SealRi00.htm,1,0,0,0,2,2,44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Chad Williams,/players/W/WillCh05.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
