player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Josh Bellamy,/players/B/BellJo02.htm,0,0,0,0,1,1,30,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Michael Burton,/players/B/BurtMi00.htm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarik Cohen,/players/C/CoheTa00.htm,1,0,0,0,1,1,1,0,5,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0
Benny Cunningham,/players/C/CunnBe01.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Howard,/players/H/HowaJo00.htm,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dontrelle Inman,/players/I/InmaDo00.htm,0,0,0,0,3,2,30,0,2,0,0,0,1,0,0,0,2,2,44,0,2,1,20,0
Dion Sims,/players/S/SimsDi00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Markus Wheaton,/players/W/WheaMa00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Wright,/players/W/WrigKe01.htm,3,1,3,0,1,1,5,0,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefon Diggs,/players/D/DiggSt00.htm,2,2,9,0,1,1,15,1,3,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Floyd,/players/F/FloyMi00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
C.J. Ham,/players/H/HamxC.00.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerick McKinnon,/players/M/McKiJe00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Morgan,/players/M/MorgDa01.htm,1,1,2,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latavius Murray,/players/M/MurrLa00.htm,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Rudolph,/players/R/RudoKy00.htm,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
Adam Thielen,/players/T/ThieAd00.htm,4,3,29,0,2,2,16,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0
Laquon Treadwell,/players/T/TreaLa00.htm,0,0,0,0,1,1,2,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
