player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Corey Davis,/players/D/DaviCo03.htm,1,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Eric Decker,/players/D/DeckEr00.htm,2,1,6,0,1,1,10,0,0,0,0,0,1,1,16,0,0,0,0,0,1,0,0,0
Rishard Matthews,/players/M/MattRi00.htm,2,1,8,0,1,1,15,0,1,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0
DeMarco Murray,/players/M/MurrDe00.htm,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonnu Smith,/players/S/SmitJo01.htm,0,0,0,0,1,0,0,0,2,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0
Taywan Taylor,/players/T/TaylTa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,0,0,0,0,0,0,0,0
Delanie Walker,/players/W/WalkHu00.htm,1,1,8,0,0,0,0,0,1,1,17,0,1,1,19,0,0,0,0,0,1,1,17,0
Keelan Cole,/players/C/ColeKe00.htm,1,1,2,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Fournette,/players/F/FourLe00.htm,0,0,0,0,3,1,11,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Hurns,/players/H/HurnAl01.htm,0,0,0,0,3,3,39,0,1,1,7,1,0,0,0,0,1,1,20,0,2,1,16,0
Chris Ivory,/players/I/IvorCh00.htm,1,0,0,0,1,1,29,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Koyack,/players/K/KoyaBe00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marqise Lee,/players/L/LeexMa00.htm,3,2,10,0,5,4,58,0,1,1,8,0,2,0,0,0,1,0,0,0,0,0,0,0
Marcedes Lewis,/players/L/LewiMa00.htm,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
