player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Giovani Bernard,/players/B/BernGi00.htm,2,2,13,0,2,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Boyd,/players/B/BoydTy00.htm,1,1,9,0,2,1,9,0,2,1,6,0,0,0,0,0,2,2,67,1,0,0,0,0
A.J. Green,/players/G/GreeA.00.htm,1,0,0,0,3,1,11,0,3,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0
Tyler Kroft,/players/K/KrofTy00.htm,3,3,31,0,2,2,21,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Brandon LaFell,/players/L/LaFeBr00.htm,1,0,0,0,1,1,13,0,1,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0
Joe Mixon,/players/M/MixoJo00.htm,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Uzomah,/players/U/UzomC.00.htm,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Javorius Allen,/players/A/AlleJa01.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Boyle,/players/B/BoylNi00.htm,0,0,0,0,2,1,16,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Campanaro,/players/C/CampMi02.htm,0,0,0,0,3,3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Collins,/players/C/CollAl00.htm,0,0,0,0,4,2,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Moore,/players/M/MoorCh00.htm,0,0,0,0,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Ricard,/players/R/RicaPa00.htm,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Wallace,/players/W/WallMi00.htm,0,0,0,0,7,4,34,0,2,1,6,1,2,0,0,0,0,0,0,0,2,0,0,0
Ben Watson,/players/W/WatsBe00.htm,2,2,22,0,4,3,26,0,4,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Woodhead,/players/W/WoodDa02.htm,1,1,3,0,4,2,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
