player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Matt Breida,/players/B/BreiMa00.htm,3,2,17,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Celek,/players/C/CeleGa00.htm,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Garcon,/players/G/GarcPi00.htm,2,1,5,0,4,4,68,0,4,3,21,0,1,0,0,0,0,0,0,0,0,0,0,0
Marquise Goodwin,/players/G/GoodMa00.htm,5,2,26,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,90,0,0,0,0,0
Carlos Hyde,/players/H/HydeCa00.htm,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Juszczyk,/players/J/JuszKy00.htm,2,1,8,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Kittle,/players/K/KittGe00.htm,2,0,0,0,3,3,31,1,2,2,6,0,1,1,27,0,0,0,0,0,1,1,19,0
Aldrick Robinson,/players/R/RobiAl00.htm,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Taylor,/players/T/TaylTr02.htm,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamar Aiken,/players/A/AikeKa00.htm,3,1,13,0,1,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Darrell Daniels,/players/D/DaniDa02.htm,0,0,0,0,1,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0
Frank Gore,/players/G/GoreFr00.htm,2,2,26,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Y. Hilton,/players/H/HiltT.00.htm,2,2,16,0,1,1,10,0,1,0,0,0,1,0,0,0,1,1,63,0,3,3,88,0
Marlon Mack,/players/M/MackMa00.htm,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Donte Moncrief,/players/M/MoncDo00.htm,2,2,22,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Turbin,/players/T/TurbRo00.htm,1,1,11,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,/players/W/WillBr04.htm,0,0,0,0,2,2,11,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
