player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Giovani Bernard,/players/B/BernGi00.htm,0,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Erickson,/players/E/EricAl01.htm,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Green,/players/G/GreeA.00.htm,1,1,14,0,1,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tyler Kroft,/players/K/KrofTy00.htm,2,1,-5,0,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0
Brandon LaFell,/players/L/LaFeBr00.htm,2,1,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,45,0
Josh Malone,/players/M/MaloJo00.htm,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C.J. Uzomah,/players/U/UzomC.00.htm,2,2,14,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefon Diggs,/players/D/DiggSt00.htm,1,1,3,0,1,1,1,0,2,2,6,0,1,0,0,0,0,0,0,0,1,1,20,1
Michael Floyd,/players/F/FloyMi00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Ham,/players/H/HamxC.00.htm,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerick McKinnon,/players/M/McKiJe00.htm,4,4,41,0,1,0,0,0,3,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0
Latavius Murray,/players/M/MurrLa00.htm,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Rudolph,/players/R/RudoKy00.htm,1,1,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Thielen,/players/T/ThieAd00.htm,0,0,0,0,0,0,0,0,4,3,30,0,0,0,0,0,0,0,0,0,1,0,0,0
Jarius Wright,/players/W/WrigJa02.htm,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
