player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Nelson Agholor,/players/A/AghoNe00.htm,1,1,8,0,1,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0
LeGarrette Blount,/players/B/BlouLe00.htm,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Celek,/players/C/CeleBr00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,/players/E/ErtzZa00.htm,1,1,19,0,4,2,17,0,2,1,7,0,0,0,0,0,0,0,0,0,1,1,38,0
Alshon Jeffery,/players/J/JeffAl00.htm,1,0,0,0,2,2,21,1,2,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Marcus Johnson,/players/J/JohnMa07.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wendell Smallwood,/players/S/SmalWe00.htm,3,2,16,0,1,1,5,0,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrey Smith,/players/S/SmitTo02.htm,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Keenan Allen,/players/A/AlleKe00.htm,4,3,80,0,1,1,50,0,4,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0
Travis Benjamin,/players/B/BenjTr00.htm,0,0,0,0,1,0,0,0,2,2,21,0,1,0,0,0,1,0,0,0,0,0,0,0
Austin Ekeler,/players/E/EkelAu00.htm,1,1,12,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Gates,/players/G/GateAn00.htm,0,0,0,0,3,3,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Gordon,/players/G/GordMe00.htm,2,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Henry,/players/H/HenrHu00.htm,0,0,0,0,1,1,4,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Dontrelle Inman,/players/I/InmaDo00.htm,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branden Oliver,/players/O/OlivBr01.htm,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrell Williams,/players/W/WillTy00.htm,2,1,7,0,1,1,20,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
