player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Jared Cook,/players/C/CookJa02.htm,1,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Amari Cooper,/players/C/CoopAm00.htm,2,1,6,0,0,0,0,0,1,1,-3,0,0,0,0,0,0,0,0,0,1,1,63,1
Michael Crabtree,/players/C/CrabMi00.htm,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Marshawn Lynch,/players/L/LyncMa00.htm,2,1,-3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordarrelle Patterson,/players/P/PattCo00.htm,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Richard,/players/R/RichJa01.htm,1,1,23,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Roberts,/players/R/RobeSe00.htm,1,1,8,0,3,1,11,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0
Lee Smith,/players/S/SmitLe00.htm,1,0,0,0,1,1,12,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Washington,/players/W/WashDe00.htm,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Agholor,/players/A/AghoNe00.htm,1,1,12,0,2,2,15,0,1,1,8,0,2,0,0,0,0,0,0,0,1,0,0,0
Jay Ajayi,/players/A/AjayJa00.htm,2,2,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeGarrette Blount,/players/B/BlouLe00.htm,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Celek,/players/C/CeleBr00.htm,1,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Clement,/players/C/ClemCo00.htm,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,/players/E/ErtzZa00.htm,4,2,33,0,2,2,24,0,7,5,24,0,0,0,0,0,1,0,0,0,0,0,0,0
Alshon Jeffery,/players/J/JeffAl00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Torrey Smith,/players/S/SmitTo02.htm,2,1,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
