player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Kelvin Benjamin,/players/B/BenjKe00.htm,0,0,0,0,1,1,11,0,1,1,11,0,1,1,43,0,0,0,0,0,1,1,39,0
Damiere Byrd,/players/B/ByrdDa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ed Dickson,/players/D/DickEd00.htm,1,0,0,0,0,0,0,0,1,1,13,0,1,1,24,0,1,1,25,0,0,0,0,0
Devin Funchess,/players/F/FuncDe00.htm,2,2,13,1,1,1,16,1,4,4,41,0,1,0,0,0,0,0,0,0,1,0,0,0
Christian McCaffrey,/players/M/McCaCh01.htm,4,2,13,0,1,1,9,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Shepard,/players/S/ShepRu00.htm,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Stewart,/players/S/StewJo00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fozzy Whittaker,/players/W/WhitFo00.htm,2,2,28,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Allen,/players/A/AlleDw00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Danny Amendola,/players/A/AmenDa00.htm,3,3,31,0,2,1,1,1,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandin Cooks,/players/C/CookBr00.htm,0,0,0,0,1,1,16,0,2,1,5,0,1,0,0,0,1,0,0,0,1,1,17,0
James Develin,/players/D/DeveJa00.htm,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Dorsett,/players/D/DorsPh00.htm,0,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Gronkowski,/players/G/GronRo00.htm,0,0,0,0,1,1,17,0,2,2,20,0,1,1,43,0,1,0,0,0,0,0,0,0
Chris Hogan,/players/H/HogaCh00.htm,3,1,16,0,3,2,10,1,1,1,8,0,1,1,26,0,1,0,0,0,0,0,0,0
Jacob Hollister,/players/H/HollJa03.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dion Lewis,/players/L/LewiDi00.htm,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
James White,/players/W/WhitJa02.htm,4,4,8,0,2,2,14,0,6,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0
