player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Charles Clay,/players/C/ClayCh00.htm,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,1,1,24,0
Kaelin Clay,/players/C/ClayKa00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Holmes,/players/H/HolmAn00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zay Jones,/players/J/JoneZa00.htm,0,0,0,0,2,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LeSean McCoy,/players/M/McCoLe01.htm,3,3,11,0,1,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick O'Leary,/players/O/OLeaNi00.htm,2,2,26,0,2,2,16,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Tate,/players/T/TateBr00.htm,1,1,12,1,1,1,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Logan Thomas,/players/T/ThomLo00.htm,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Tolbert,/players/T/TolbMi00.htm,0,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovani Bernard,/players/B/BernGi00.htm,1,1,18,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Boyd,/players/B/BoydTy00.htm,1,1,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cethan Carter,/players/C/CartCe00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alex Erickson,/players/E/EricAl01.htm,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Green,/players/G/GreeA.00.htm,5,3,38,0,2,1,20,0,1,1,7,0,1,0,0,0,0,0,0,0,4,2,124,1
Tyler Kroft,/players/K/KrofTy00.htm,0,0,0,0,2,2,26,0,3,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon LaFell,/players/L/LaFeBr00.htm,1,0,0,0,3,3,13,0,3,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0
C.J. Uzomah,/players/U/UzomC.00.htm,0,0,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
