player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Doug Baldwin,/players/B/BaldDo00.htm,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0
Jimmy Graham,/players/G/GrahJi00.htm,0,0,0,0,0,0,0,0,3,2,9,1,2,1,25,0,0,0,0,0,1,0,0,0
Eddie Lacy,/players/L/LacyEd00.htm,2,2,9,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Lockett,/players/L/LockTy00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tanner McEvoy,/players/M/McEvTa01.htm,0,0,0,0,0,0,0,0,1,1,7,0,1,1,24,0,0,0,0,0,0,0,0,0
J.D. McKissic,/players/M/McKiJ.00.htm,5,3,12,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Richardson,/players/R/RichPa01.htm,2,2,37,0,0,0,0,0,2,1,12,0,1,1,21,0,1,0,0,0,1,0,0,0
Nick Vannett,/players/V/VannNi00.htm,1,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,1,1,17,1
Kendrick Bourne,/players/B/BourKe00.htm,1,1,7,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Breida,/players/B/BreiMa00.htm,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Celek,/players/C/CeleGa00.htm,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marquise Goodwin,/players/G/GoodMa00.htm,2,2,21,0,0,0,0,0,1,0,0,0,1,1,23,0,1,0,0,0,1,1,34,0
Carlos Hyde,/players/H/HydeCa00.htm,5,4,13,0,2,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Kyle Juszczyk,/players/J/JuszKy00.htm,1,1,4,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
George Kittle,/players/K/KittGe00.htm,0,0,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Murphy,/players/M/MurpLo00.htm,1,1,10,1,0,0,0,0,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Aldrick Robinson,/players/R/RobiAl00.htm,0,0,0,0,1,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Trent Taylor,/players/T/TaylTr02.htm,2,1,6,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
