player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Davante Adams,/players/A/AdamDa01.htm,7,4,38,1,1,0,0,0,3,3,28,1,0,0,0,0,0,0,0,0,0,0,0,0
Geronimo Allison,/players/A/AlliGe01.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Martellus Bennett,/players/B/BennMa00.htm,1,1,6,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,1,33,0
Randall Cobb,/players/C/CobbRa00.htm,2,2,10,0,1,1,13,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Jones,/players/J/JoneAa00.htm,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lance Kendricks,/players/K/KendLa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0
Jordy Nelson,/players/N/NelsJo00.htm,0,0,0,0,3,2,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Richard Rodgers,/players/R/RodgRi00.htm,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Beasley,/players/B/BeasCo00.htm,2,1,12,0,2,1,5,1,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
Dez Bryant,/players/B/BryaDe01.htm,1,0,0,0,3,3,27,0,2,2,25,1,1,0,0,0,0,0,0,0,1,0,0,0
Brice Butler,/players/B/ButlBr00.htm,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49,0,0,0,0,0
Ezekiel Elliott,/players/E/ElliEz00.htm,0,0,0,0,0,0,0,0,2,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
James Hanna,/players/H/HannJa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alfred Morris,/players/M/MorrAl00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keith Smith,/players/S/SmitKe03.htm,1,1,4,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Smith,/players/S/SmitRo06.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0
Terrance Williams,/players/W/WillTe01.htm,0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Witten,/players/W/WittJa00.htm,4,4,24,0,2,1,8,0,4,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
