player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Danny Amendola,/players/A/AmenDa00.htm,2,2,12,0,4,4,45,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandin Cooks,/players/C/CookBr00.htm,2,1,17,0,1,0,0,0,3,2,15,0,1,1,19,0,0,0,0,0,1,1,34,0
James Develin,/players/D/DeveJa00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Hogan,/players/H/HogaCh00.htm,2,2,11,1,6,5,47,0,0,0,0,0,2,1,16,0,1,0,0,0,0,0,0,0
Jacob Hollister,/players/H/HollJa03.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dion Lewis,/players/L/LewiDi00.htm,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James White,/players/W/WhitJa02.htm,5,4,26,0,1,0,0,0,2,2,7,0,1,1,24,0,0,0,0,0,0,0,0,0
Cameron Brate,/players/B/BratCa00.htm,2,2,24,0,3,1,17,0,2,1,9,0,0,0,0,0,2,1,18,1,0,0,0,0
Mike Evans,/players/E/EvanMi00.htm,1,1,10,0,1,0,0,0,4,4,39,0,1,0,0,0,0,0,0,0,1,0,0,0
Chris Godwin,/players/G/GodwCh00.htm,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0
O.J. Howard,/players/H/HowaO.00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Adam Humphries,/players/H/HumpAd00.htm,2,1,16,0,0,0,0,0,1,1,15,0,1,1,20,0,0,0,0,0,1,0,0,0
DeSean Jackson,/players/J/JackDe00.htm,1,1,1,0,1,1,41,0,2,1,11,0,2,0,0,0,1,1,24,0,2,1,29,0
Doug Martin,/players/M/MartDo00.htm,0,0,0,0,1,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacquizz Rodgers,/players/R/RodgJa00.htm,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Sims,/players/S/SimsCh00.htm,2,2,15,0,3,3,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
