player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Keelan Cole,/players/C/ColeKe00.htm,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Fournette,/players/F/FourLe00.htm,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Grant,/players/G/GranCo00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Hurns,/players/H/HurnAl01.htm,1,1,3,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marqise Lee,/players/L/LeexMa00.htm,1,1,18,0,0,0,0,0,0,0,0,0,2,1,31,0,0,0,0,0,1,0,0,0
Marcedes Lewis,/players/L/LewiMa00.htm,1,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max McCaffrey,/players/M/McCaMa01.htm,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James O'Shaughnessy,/players/O/O'ShJa00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le'Veon Bell,/players/B/BellLe00.htm,3,3,12,0,5,5,29,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Brown,/players/B/BrowAn04.htm,3,1,2,0,0,0,0,0,6,6,67,0,2,0,0,0,5,1,21,0,3,2,67,0
Martavis Bryant,/players/B/BryaMa00.htm,2,2,8,0,1,1,2,0,4,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0
James Conner,/players/C/ConnJa00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hunter,/players/H/HuntJu00.htm,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0
Jesse James,/players/J/JameJe00.htm,0,0,0,0,3,1,4,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Vance McDonald,/players/M/McDoVa00.htm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JuJu Smith-Schuster,/players/S/SmitJu00.htm,1,1,13,0,2,2,24,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,21,0
