player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Stefon Diggs,/players/D/DiggSt00.htm,1,1,4,1,3,1,17,0,2,2,19,0,1,0,0,0,0,0,0,0,1,1,20,0
Michael Floyd,/players/F/FloyMi00.htm,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerick McKinnon,/players/M/McKiJe00.htm,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Morgan,/players/M/MorgDa01.htm,1,1,3,0,0,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Latavius Murray,/players/M/MurrLa00.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Rudolph,/players/R/RudoKy00.htm,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Thielen,/players/T/ThieAd00.htm,1,0,0,0,1,1,3,0,1,0,0,0,3,1,21,0,0,0,0,0,0,0,0,0
Laquon Treadwell,/players/T/TreaLa00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jarius Wright,/players/W/WrigJa02.htm,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Geronimo Allison,/players/A/AlliGe01.htm,1,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Clark,/players/C/ClarMi00.htm,1,0,0,0,0,0,0,0,3,2,17,0,1,0,0,0,1,0,0,0,3,1,19,0
Randall Cobb,/players/C/CobbRa00.htm,4,3,12,0,0,0,0,0,1,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0
Trevor Davis,/players/D/DaviTr03.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jeff Janis,/players/J/JaniJe00.htm,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0
Lance Kendricks,/players/K/KendLa00.htm,1,1,5,0,4,1,8,0,2,1,4,0,0,0,0,0,1,1,19,0,1,0,0,0
Jordy Nelson,/players/N/NelsJo00.htm,1,1,2,0,1,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0
Aaron Ripkowski,/players/R/RipkAa00.htm,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Williams,/players/W/WillJa06.htm,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
