player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Eric Decker,/players/D/DeckEr00.htm,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rishard Matthews,/players/M/MattRi00.htm,0,0,0,0,0,0,0,0,5,2,21,0,2,0,0,0,1,1,28,0,0,0,0,0
DeMarco Murray,/players/M/MurrDe00.htm,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taywan Taylor,/players/T/TaylTa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Delanie Walker,/players/W/WalkHu00.htm,3,2,30,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,21,0
Stephen Anderson,/players/A/AndeSt01.htm,0,0,0,0,0,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Ellington,/players/E/ElliBr00.htm,0,0,0,0,1,1,5,0,1,1,4,0,1,0,0,0,1,1,35,0,0,0,0,0
Will Fuller,/players/F/FullWi01.htm,3,3,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,16,1
Ryan Griffin,/players/G/GrifRy00.htm,1,1,6,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0
DeAndre Hopkins,/players/H/HopkDe00.htm,6,6,60,1,1,0,0,0,3,3,26,0,2,1,21,0,0,0,0,0,0,0,0,0
Lamar Miller,/players/M/MillLa01.htm,0,0,0,0,1,1,2,0,4,3,54,1,0,0,0,0,0,0,0,0,0,0,0,0
