player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Corey Davis,/players/D/DaviCo03.htm,1,0,0,0,1,1,2,0,1,1,5,0,2,1,22,0,1,0,0,0,0,0,0,0
Eric Decker,/players/D/DeckEr00.htm,1,0,0,0,1,0,0,0,3,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0
Adoree' Jackson,/players/J/JackAd00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rishard Matthews,/players/M/MattRi00.htm,3,2,12,0,0,0,0,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0
DeMarco Murray,/players/M/MurrDe00.htm,2,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Supernaw,/players/S/SupePh00.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taywan Taylor,/players/T/TaylTa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Delanie Walker,/players/W/WalkHu00.htm,4,3,27,0,1,0,0,0,3,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0
Jaron Brown,/players/B/BrowJa03.htm,0,0,0,0,1,0,0,0,2,2,15,0,1,0,0,0,1,0,0,0,0,0,0,0
Larry Fitzgerald,/players/F/FitzLa00.htm,1,1,4,0,1,1,8,0,3,2,9,0,1,0,0,0,1,1,23,0,0,0,0,0
D.J. Foster,/players/F/FostD.01.htm,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Gresham,/players/G/GresJe00.htm,1,1,6,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJ Nelson,/players/N/NelsJJ00.htm,2,2,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Troy Niklas,/players/N/NiklTr00.htm,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijhaa Penny,/players/P/PennEl00.htm,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Seals-Jones,/players/S/SealRi00.htm,2,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerwynn Williams,/players/W/WillKe05.htm,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
