player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Le'Veon Bell,/players/B/BellLe00.htm,1,1,3,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Brown,/players/B/BrowAn04.htm,1,0,0,0,3,3,21,0,1,1,9,0,3,0,0,0,1,1,40,0,1,0,0,0
Darrius Heyward-Bey,/players/H/HeywDa00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Justin Hunter,/players/H/HuntJu00.htm,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0
Jesse James,/players/J/JameJe00.htm,1,1,10,0,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Rogers,/players/R/RogeEl00.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JuJu Smith-Schuster,/players/S/SmitJu00.htm,1,1,13,0,3,3,24,0,2,0,0,0,0,0,0,0,2,2,115,1,2,1,41,0
Ameer Abdullah,/players/A/AbduAm00.htm,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Agnew,/players/A/AgneJa00.htm,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Ebron,/players/E/EbroEr00.htm,2,2,58,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Darren Fells,/players/F/FellDa01.htm,1,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Marvin Jones,/players/J/JoneMa02.htm,2,1,9,0,1,1,18,0,3,1,7,0,1,1,43,0,1,1,18,0,3,1,33,0
T.J. Jones,/players/J/JoneT.00.htm,1,0,0,0,1,0,0,0,1,1,6,0,2,1,25,0,0,0,0,0,3,2,57,0
Theo Riddick,/players/R/RiddTh00.htm,0,0,0,0,1,1,23,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Roberts,/players/R/RobeMi01.htm,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Golden Tate,/players/T/TateGo00.htm,2,2,18,0,2,1,17,0,3,3,17,0,1,1,34,0,0,0,0,0,0,0,0,0
Dwayne Washington,/players/W/WashDw00.htm,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
