player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
A.J. Derby,/players/D/DerbA.00.htm,2,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0
Kenyan Drake,/players/D/DrakKe00.htm,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jakeem Grant,/players/G/GranJa00.htm,3,3,101,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jarvis Landry,/players/L/LandJa00.htm,4,3,32,0,1,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
DeVante Parker,/players/P/ParkDe01.htm,1,1,10,0,1,1,10,0,4,2,9,0,0,0,0,0,0,0,0,0,4,1,34,0
Kenny Stills,/players/S/StilKe00.htm,2,2,31,0,0,0,0,0,3,2,23,0,1,0,0,0,0,0,0,0,0,0,0,0
Orson Charles,/players/C/CharOr00.htm,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,0,0,0,0,0,0,0,0
Demetrius Harris,/players/H/HarrDe03.htm,5,4,34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreek Hill,/players/H/HillTy00.htm,1,1,9,0,1,1,7,0,3,2,8,0,0,0,0,0,1,1,52,0,1,1,33,0
Kareem Hunt,/players/H/HuntKa00.htm,1,1,6,0,1,1,7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Kelce,/players/K/KelcTr00.htm,2,1,6,0,1,1,14,0,1,1,9,1,2,1,18,0,1,0,0,0,1,0,0,0
Charcandrick West,/players/W/WestCh01.htm,2,2,31,0,0,0,0,0,2,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Wilson,/players/W/WilsAl02.htm,3,1,11,0,1,0,0,0,3,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0
