player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Corey Davis,/players/D/DaviCo03.htm,2,2,23,0,1,1,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eric Decker,/players/D/DeckEr00.htm,1,1,9,0,0,0,0,0,1,1,4,0,1,1,24,0,0,0,0,0,0,0,0,0
Rishard Matthews,/players/M/MattRi00.htm,2,2,12,0,1,1,8,0,0,0,0,0,0,0,0,0,3,2,93,1,0,0,0,0
DeMarco Murray,/players/M/MurrDe00.htm,5,4,31,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonnu Smith,/players/S/SmitJo01.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taywan Taylor,/players/T/TaylTa00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delanie Walker,/players/W/WalkHu00.htm,2,2,16,0,1,0,0,0,3,2,17,0,0,0,0,0,3,2,59,0,0,0,0,0
Le'Veon Bell,/players/B/BellLe00.htm,8,6,42,0,1,1,1,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Brown,/players/B/BrowAn04.htm,3,3,30,0,2,2,17,1,4,3,33,1,2,2,64,1,1,0,0,0,1,0,0,0
Martavis Bryant,/players/B/BryaMa00.htm,1,0,0,0,0,0,0,0,1,1,10,0,1,1,20,0,0,0,0,0,1,0,0,0
Jesse James,/players/J/JameJe00.htm,1,1,5,0,4,2,12,1,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
JuJu Smith-Schuster,/players/S/SmitJu00.htm,2,2,29,0,1,0,0,0,3,2,18,0,0,0,0,0,1,0,0,0,1,0,0,0
