player_name,player_link,short_l__tgt,short_l__ctch,short_l__yds,short_l__td,short_mid__tgt,short_mid__ctch,short_mid__yds,short_mid__td,short_r__tgt,short_r__ctch,short_r__yds,short_r__td,deep_l__tgt,deep_l__ctch,deep_l__yds,deep_l__td,deep_mid__tgt,deep_mid__ctch,deep_mid__yds,deep_mid__td,deep_r__tgt,deep_r__ctch,deep_r__yds,deep_r__td
Le'Veon Bell,/players/B/BellLe00.htm,2,0,0,0,1,1,6,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Brown,/players/B/BrowAn04.htm,2,2,25,0,1,1,9,0,6,6,60,0,1,1,38,0,0,0,0,0,1,1,50,0
Martavis Bryant,/players/B/BryaMa00.htm,0,0,0,0,0,0,0,0,4,2,14,0,1,0,0,0,1,0,0,0,0,0,0,0
Jesse James,/players/J/JameJe00.htm,1,1,2,0,4,3,12,2,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Vance McDonald,/players/M/McDoVa00.htm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Rogers,/players/R/RogeEl00.htm,2,1,9,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Britt,/players/B/BritKe00.htm,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,1,0,0,0,1,0,0,0
Corey Coleman,/players/C/ColeCo00.htm,2,2,-2,1,0,0,0,0,1,1,13,0,1,0,0,0,1,1,19,0,1,1,23,0
Isaiah Crowell,/players/C/CrowIs00.htm,1,1,10,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Dayes,/players/D/DayeMa00.htm,1,1,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Devalve,/players/D/DevaSe00.htm,2,2,27,0,0,0,0,0,2,2,15,0,0,0,0,0,1,0,0,0,0,0,0,0
Duke Johnson,/players/J/JohnDu00.htm,1,0,0,0,1,1,14,0,1,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0
Ricardo Louis,/players/L/LouiRi00.htm,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,0
David Njoku,/players/N/NjokDa00.htm,1,1,7,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasen Williams,/players/W/WillKa02.htm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
